index,verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,comments,reconstructed_verse
987,1913764,BW>[,1Qisaa,Isaiah,51,11,B>W,W PWL W PZWRJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L RW>CJHMH FFWN W FMXH JFJGW W NS JGWN W >NXH,0 000 0 00000 0000 00000 0 000 0000 0 0000 0 0000 0000 00 00000000 0000 0 0000 00000 0 00 0000 0 0000,qal,perf,W B>W YJWN B RWNH,,YJWN,YJWN==/,to Zion,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,W PWL W PZWRJ JHWH JCWBW W B>W YJWN B RWNH W FMXT <WLM <L RW>CJHMH FFWN W FMXH JFJGW W NS JGWN W >NXH
997,230320,BW>[,MT,Isaiah,52,1,JB>,<WRJ <WRJ LBCJ <ZK YJWN LBCJ BGDJ TP>RTK JRWCLM <JR H QDC KJ L> JWSJP JB> BK <WD <RL W VM>,,qal,impf,JB> BK <WD <RL W VM>,<RL W VM>,BK,B,in / through you,0.0,prep,prps,inanim,det,prsf,simple,factive,goal,B,,,,,
998,1914037,BW>[,1Qisaa,Isaiah,52,1,JBW>,<WRJ <WRJ LBCJ <WZ YJWN LBCJ BGDJ TP>RTK JRWCLM <JR H QWDC KJ> LW> JWSJP W JBW> BK <RL W VM>,0000 0000 0000 000 0000 0000 0000 000000 000000 000 0 0000 000 000 00000 0 0000 00 000 0 000,qal,impf,W JBW> BK <RL W VM>,<RL W VM>,BK,B,in / through you,0.0,prep,prps,inanim,det,prsf,simple,factive,goal,B,,,,,<WRJ <WRJ LBCJ <WZ YJWN LBCJ BGDJ TP>RTK JRWCLM <JR H QWDC KJ> LW> JWSJP W JBW> BK <RL W VM>
999,230355,JRD[,MT,Isaiah,52,4,JRD,KJ KH >MR >DNJ JHWH MYRJM JRD <MJ B R>CNH L GWR CM W >CWR B >PS <CQW,,qal,perf,MYRJM JRD <MJ B R>CNH,<MJ,MYRJM,MYRJM/,to Egypt,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,
1000,1914075,JRD[,1Qisaa,Isaiah,52,4,JRD,KJ> KWH >MR JHWH MYRJM JRD <MJ B RJCWNH L GWR CMH W >CWR B >PS <CQW,000 000 000 0000 00000 000 000 0 000000 0 000 000 0 0000 0 000 0000,qal,perf,MYRJM JRD <MJ B RJCWNH,<MJ,MYRJM,MYRJM/,to Egypt,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,KJ> KWH >MR JHWH MYRJM JRD <MJ B RJCWNH L GWR CMH W >CWR B >PS <CQW
1001,230436,CWB[,MT,Isaiah,52,8,CWB,QWL YPJK NF>W QWL JXDW JRNNW KJ <JN B <JN JR>W B CWB JHWH YJWN,,qal,infc,B CWB JHWH YJWN,JHWH,YJWN,YJWN==/,to Zion,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,
1002,1914158,CWB[,1Qisaa,Isaiah,52,8,CWB,QWL YWPJK NF>W QWLM JXDJW JRNNW KJ> <JN B <JN JR>W B CWB JHWH YJWN B RXMJM,000 00000 0000 0000 00000 00000 000 000 0 000 0000 0 000 0000 0000 0 00000,qal,infc,B CWB JHWH YJWN B RXMJM,JHWH,YJWN,YJWN==/,to Zion,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,B RXMJM - with compassion - plus in 1Qisaa,QWL YWPJK NF>W QWLM JXDJW JRNNW KJ> <JN B <JN JR>W B CWB JHWH YJWN B RXMJM
1003,1924265,CWB[,1Q8,Isaiah,52,8,CB,QWL YPJK NF>W QWL JXDJW JRNNW KJ <JN B <JN JR>W B CB JHWH YJWN,000 0000 0000 000 00000 00001 11 111 1 111 1110 0 00 0000 0000,qal,infc,B CB JHWH YJWN,JHWH,YJWN,YJWN==/,to Zion,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,QWL YPJK NF>W QWL JXDJW JRNN[W KJ <JN B <JN JR>]W B CB JHWH YJWN
1040,231003,QRB[,MT,Isaiah,54,14,TQRB,B YDQH TKWNNJ RXQJ M <CQ KJ L> TJR>J W M MXTH KJ L> TQRB >LJK,,qal,impf,KJ L> TQRB >LJK,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,MXTH-terror abstract thus fictive,
1041,1914778,QRB[,1Qisaa,Isaiah,54,14,TQRB,B YDQH TTKWNNJ RXQJ M <WCQ KJ> LW> TJR>J W M MXTH KJ> LW> TQRB >LJK,0 0000 0000000 0000 0 0000 000 000 00000 0 0 0000 000 000 0000 0000,qal,impf,KJ> LW> TQRB >LJK,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,MXTH-terror abstract thus fictive,B YDQH TTKWNNJ RXQJ M <WCQ KJ> LW> TJR>J W M MXTH KJ> LW> TQRB >LJK
1046,231063,HLK[,MT,Isaiah,55,1,LKW,HWJ KL YM> LKW L MJM W >CR >JN LW KSP LKW CBRW W >KLW W LKW CBRW B LW> KSP W B LW> MXJR JJN W XLB,,qal,impv,LKW L MJM,,L MJM,L H MJM/,to the waters,0.0,prep,place,inanim,det,subs,simple,factive,goal,L,,,,,
1049,1914832,HLK[,1Qisaa,Isaiah,55,1,LKW,HWJ KWL YM> LKW L MJM W >CR >JN LW KSP LKW CBWRW B LW> KSP W B LW> MXJR JJN W XLB,000 000 000 000 0 000 0 000 000 00 000 000 00000 0 000 000 0 0 000 0000 000 0 000,qal,impv,LKW L MJM,,L MJM,L H MJM/,to the waters,0.0,prep,place,inanim,det,subs,simple,factive,goal,L,,,,,HWJ KWL YM> LKW L MJM W >CR >JN LW KSP LKW CBWRW B LW> KSP W B LW> MXJR JJN W XLB
1051,231116,HLK[,MT,Isaiah,55,3,LKW,HVW >ZNKM W LKW >LJ CM<W W TXJ NPCKM W >KRTH LKM BRJT <WLM XSDJ DWD H N>MNJM,,qal,impv,W LKW >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
1052,1914879,HLK[,1Qisaa,Isaiah,55,3,LKW,HVW >WZNKMH W LKW >LJ W CM<W W TXJH NPCKMH W >KRWT LKMH BRJT <WLM XSDJ DWJD H N>MNJM,000 0000000 0 000 000 0 0000 0 0000 000000 0 00000 0000 0000 0000 0000 0000 0 000000,qal,impv,W LKW >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,HVW >WZNKMH W LKW >LJ W CM<W W TXJH NPCKMH W >KRWT LKMH BRJT <WLM XSDJ DWJD H N>MNJM
1053,1924743,HLK[,1Q8,Isaiah,55,3,LKW,HVW >ZNKM W LKW >LJ CM<W W TXJ NPCKM W >KRTH LKM BRJT <WLM XSDJ DWJD H N>MNJM,000 00000 0 000 000 0000 0 000 00000 1 11110 000 0000 0000 0000 0000 0 000000,qal,impv,W LKW >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,HVW >ZNKM W LKW >LJ CM<W W TXJ NPCKM [W >KRT]H LKM BRJT <WLM XSDJ DWJD H N>MNJM
1054,231149,RWY[,MT,Isaiah,55,5,JRWYW,HN GWJ L> TD< TQR> W GWJ L> JD<WK >LJK JRWYW LM<N JHWH >LHJK W L QDWC JFR>L KJ P>RK,,qal,impf,W GWJ >LJK JRWYW LM<N JHWH >LHJK W L QDWC JFR>L,GWJ,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
1055,1914915,RWY[,1Qisaa,Isaiah,55,5,JRWY,HNH GWJ LW> TD< TQR> W GWJ LW> JD<KH >LJKH JRWY LM<N JHWH >LWHJK W L QDWC JFR>L KJ> P>RK,000 000 000 000 0000 0 000 000 00000 00000 0000 0000 0000 000000 0 0 0000 00000 000 0000,qal,impf,W GWJ >LJKH JRWY LM<N JHWH >LWHJK W L QDWC JFR>L,GWJ,>LJKH,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,HNH GWJ LW> TD< TQR> W GWJ LW> JD<KH >LJKH JRWY LM<N JHWH >LWHJK W L QDWC JFR>L KJ> P>RK
1056,1924779,RWY[,1Q8,Isaiah,55,5,JRWYW,HN GWJ L> TD< TQR> W GWJ >CR L> JD<WK >LJK JRWYW LM<N JHWH >LHJK W QDWC JFR>L KJ P>RK,00 000 00 000 0000 0 001 000 10 00000 0000 00111 0000 0011 10000 0 0000 00000 00 1100,qal,impf,W GWJ >LJK JRWYW LM<N JHWH >LHJK W QDWC JFR>L,GWJ,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,HN GWJ L> TD< TQR> W GW[J] >CR [L]> JD<WK >LJK JR[WYW] LM<N JH[WH >]LHJK W QDWC JFR>L KJ [P>]RK
1060,231226,CWB[,MT,Isaiah,55,10,JCWB,KJ K >CR JRD H GCM W H CLG MN H CMJM W CMH L> JCWB KJ >M HRWH >T H >RY W HWLJDH W HYMJXH W NTN ZR< L ZR< W LXM L >KL,,qal,impf,W CMH L> JCWB,,CMH,CM,there,1.0,dir-he,adv,inanim,det,adv,simple,factive,goal,,,,,,
1061,1914998,CWB[,1Qisaa,Isaiah,55,10,JCWB,KJ> K >CR JRD H GCM W H CLG MN H CMJM W CMH LW> JCWB KJ> >M HRWH >T H >RY W HWLJDH W HYMJXH W NTN ZR< L ZWR< W LXM L >KWL,000 0 000 000 0 000 0 0 000 00 0 0000 0 000 000 0000 000 00 0000 00 0 000 0 000000 0 000000 0 000 000 0 0000 0 000 0 0000,qal,impf,W CMH LW> JCWB,,CMH,CM,there,1.0,dir-he,adv,inanim,det,adv,simple,factive,goal,,,,,,KJ> K >CR JRD H GCM W H CLG MN H CMJM W CMH LW> JCWB KJ> >M HRWH >T H >RY W HWLJDH W HYMJXH W NTN ZR< L ZWR< W LXM L >KWL
1062,1924861,CWB[,1Q8,Isaiah,55,10,JCWB,KJ K >CR JRD H GCM W H CLG MN H CMJM W CMH L> JCWB KJ >M HRWH >T H >RY W HWLJDH W HYMJXH W NTN ZR< L ZR< W LXM L >KL,00 0 000 000 1 110 0 0 000 00 0 0000 0 000 00 0000 00 00 0000 00 0 000 0 011111 0 000000 0 000 000 0 000 0 000 0 000,qal,impf,W CMH L> JCWB,,CMH,CM,there,1.0,dir-he,adv,inanim,det,adv,simple,factive,goal,,,,,,KJ K >CR JRD [H GC]M W H CLG MN H CMJM W CMH L> JCWB KJ >M HRWH >T H >RY W H[WLJDH] W HYMJXH W NTN ZR< L ZR< W LXM L >KL
1063,231256,CWB[,MT,Isaiah,55,11,JCWB,KN JHJH DBRJ >CR JY> M PJ L> JCWB >LJ RJQM KJ >M <FH >T >CR XPYTJ W HYLJX >CR CLXTJW,,qal,impf,L> JCWB >LJ RJQM,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,,
1064,1915028,CWB[,1Qisaa,Isaiah,55,11,JCWB,KN JHJH DBRJ >CR JY> M PJ LW> JCWB >LJ RJQM KJ> >M <FH >T >CR XPYTJ W HYLJX >T >CR CLXTJW,00 0000 0000 000 000 0 00 000 0000 000 0000 000 00 000 00 000 00000 0 00000 00 000 000000,qal,impf,LW> JCWB >LJ RJQM,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,,KN JHJH DBRJ >CR JY> M PJ LW> JCWB >LJ RJQM KJ> >M <FH >T >CR XPYTJ W HYLJX >T >CR CLXTJW
1065,1924890,CWB[,1Q8,Isaiah,55,11,JCWB,KN JHJH DBRJ >CR JY> M PJ L> JCWB >LJ RJQM KJ >M <FH >T >CR XPYTJ W HYLJX >T >CR CLXTJ,00 0000 0000 000 000 0 01 10 0000 000 0000 00 00 000 00 000 00000 0 00000 00 000 00000,qal,impf,JCWB >LJ RJQM,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,,KN JHJH DBRJ >CR JY> M P[J L]> JCWB >LJ RJQM KJ >M <FH >T >CR XPYTJ W HYLJX >T >CR CLXTJ
1082,231454,BW>[,MT,Isaiah,56,7,HBJ>WTJM,W HBJ>WTJM >L HR QDCJ W FMXTJM B BJT TPLTJ <WLTJHM W ZBXJHM L RYWN <L MZBXJ KJ BJTJ BJT TPLH JQR> L KL H <MJM,,hif,perf,W HBJ>WTJM >L HR QDCJ,,>L HR QDCJ,>L HR/ QDC/,to my holy mountain,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,
1083,1915236,BW>[,1Qisaa,Isaiah,56,7,HBJ>WTJM,W HBJ>WTJM >L HR QWDCJ W FMXTJM B BJT TPLTJ <WLWTJHMH W ZBXJHMH J<LW L RYWN <L MZBXJ KJ> BJTJ BJT TPLH JQRH L KWL H <MJM,0 00000000 00 00 00000 0 000000 0 000 00000 000000000 0 0000000 0000 0 0000 00 00000 000 0000 000 0000 0000 0 000 0 0000,hifil,perf,W HBJ>WTJM >L HR QWDCJ,,>L HR QWDCJ,>L HR/ QDC/,to my holy mountain,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,W HBJ>WTJM >L HR QWDCJ W FMXTJM B BJT TPLTJ <WLWTJHMH W ZBXJHMH J<LW L RYWN <L MZBXJ KJ> BJTJ BJT TPLH JQRH L KWL H <MJM
1084,1915248,<LH[,1Qisaa,Isaiah,56,7,J<LW,W HBJ>WTJM >L HR QWDCJ W FMXTJM B BJT TPLTJ <WLWTJHMH W ZBXJHMH J<LW L RYWN <L MZBXJ KJ> BJTJ BJT TPLH JQRH L KWL H <MJM,0 00000000 00 00 00000 0 000000 0 000 00000 000000000 0 0000000 0000 0 0000 00 00000 000 0000 000 0000 0000 0 000 0 0000,qal,impf,<WLWTJHMH W ZBXJHMH J<LW L RYWN <L MZBXJ,<WLWTJHMH W ZBXJHMH,<L MZBXJ,<L MZBX/,on my altar,0.0,prep,obj,inanim,det,subs,complex,factive,goal,<L ,,,,,W HBJ>WTJM >L HR QWDCJ W FMXTJM B BJT TPLTJ <WLWTJHMH W ZBXJHMH J<LW L RYWN <L MZBXJ KJ> BJTJ BJT TPLH JQRH L KWL H <MJM
1085,1925097,BW>[,1Q8,Isaiah,56,7,HBJ>TJM,W HBJ>TJM >L HR QDCJ W FMXTJM B BJT TPLTJ <LTJHM W ZBXJHM L RYWN <L MZBXJ KJ BJTJ BJT TPLH JQR> L KL H <MJM,0 0000000 00 00 0000 0 000010 0 000 00000 000000 0 000000 0 0000 00 00000 00 0000 000 0110 0000 0 00 0 0000,hifil,perf,W HBJ>TJM >L HR QDCJ,,>L HR QDCJ,>L HR/ QDC/,to my holy mountain,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,W HBJ>TJM >L HR QDCJ W FMXT[J]M B BJT TPLTJ <LTJHM W ZBXJHM L RYWN <L MZBXJ KJ BJTJ BJT T[PL]H JQR> L KL H <MJM
1096,231580,BW>[,MT,Isaiah,57,2,JBW>,JBW> CLWM JNWXW <L MCKBWTM HLK NKXW,,qal,impf,JBW> CLWM,,CLWM,CLWM/,into peace,0.0,vc,abs,inanim,und,subs,simple,fictive,goal,,,,,NB-ETCBC considers CLWM as adjunct,
1098,1915378,BW>[,1Qisaa,Isaiah,57,2,JBW>,W JBW> CLWM W JNWXW <L MCKBWTJW HLWK NWKXH,0 0000 0000 0 00000 00 00000000 0000 00000,qal,impf,W JBW> CLWM,,CLWM,CLWM/,into peace,0.0,vc,abs,inanim,und,subs,simple,fictive,goal,,,,,NB-ETCBC considers CLWM as adjunct,W JBW> CLWM W JNWXW <L MCKBWTJW HLWK NWKXH
1104,231589,QRB[,MT,Isaiah,57,3,QRBW,W >TM QRBW HNH BNJ <NNH ZR< MN>P W TZNH,,qal,impv,W >TM QRBW HNH,>TM,HNH,HNH==,here,0.0,vc,adv,inanim,det,adv,simple,factive,goal,,,,,,
1105,1915389,QRB[,1Qisaa,Isaiah,57,3,QRWBW,W >TMH QRWBW HNH BNJ <NNH ZR< MN>P W TZNW,0 0000 00000 000 000 0000 000 0000 0 0000,qal,impv,W >TMH QRWBW HNH,>TMH,HNH,HNH==,here,0.0,vc,adv,inanim,det,adv,simple,factive,goal,,,,,,W >TMH QRWBW HNH BNJ <NNH ZR< MN>P W TZNW
1115,231688,CWR=[,MT,Isaiah,57,9,TCRJ,W TCRJ L MLK B CMN W TRBJ RQXJK W TCLXJ YRJK <D M RXQ W TCPJLJ <D C>WL,,qal,wayq,W TCRJ L MLK B CMN,,L MLK,L H MLK/,to the king,0.0,prep,pers,anim,det,subs,simple,factive,goal,L,,,,,
1116,1915493,CWR=[,1Qisaa,Isaiah,57,9,TCRJ,W TCRJ L MLK B CMN W TRBJ RWQXJK W TCLXJ YJRJK <D M RXQ W TCPWLJ <D C>WL,0 0000 0 000 0 000 0 0000 000000 0 00000 00000 00 0 000 0 000000 00 0000,qal,wayy,W TCRJ L MLK B CMN,,L MLK,L H MLK/,to the king,0.0,prep,pers,anim,det,subs,simple,factive,goal,L,,,,,W TCRJ L MLK B CMN W TRBJ RWQXJK W TCLXJ YJRJK <D M RXQ W TCPWLJ <D C>WL
1117,231771,XSH[,MT,Isaiah,57,13,XWSH,B Z<QK JYJLK QBWYJK W >T KLM JF> RWX JQX HBL W H XWSH BJ JNXL >RY W JJRC HR QDCJ,,qal,ptca,H XWSH BJ,,BJ,B,in me,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,B,,,,seek refuge in me - fictive,
1118,1915581,XSH[,1Qisaa,Isaiah,57,13,XWSH,B Z<QK JYJLWK QWBYJK W >T KWLM JF> RWX W JQX HBL W XWSH BJ> JNXL >RY W JRC HR QWDCJ,0 0000 000000 000000 0 00 0000 000 000 0 000 000 0 0000 000 0000 000 0 000 00 00000,qal,ptca,XWSH BJ>,,BJ>,B,in me,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,B,,,,seek refuge in me - fictive,B Z<QK JYJLWK QWBYJK W >T KWLM JF> RWX W JQX HBL W XWSH BJ> JNXL >RY W JRC HR QWDCJ
1121,231850,HLK[,MT,Isaiah,57,17,JLK,B <WN BY<W QYPTJ W >KHW HSTR W >QYP W JLK CWBB B DRK LBW,,qal,wayq,W JLK CWBB B DRK LBW,,B DRK LBW,B DRK/ LB/,in the way of this heart,0.0,prep,abs,inanim,det,subs,complex,fictive,trajectory,B,,,,,
1122,1915669,HLK[,1Qisaa,Isaiah,57,17,JLK,B <WWN BY<W QYPTJ W >KHW W >HSTR W >QYWPH W JLK CWBB B DRK LBJ,0 0000 0000 00000 0 0000 0 00000 0 000000 0 000 0000 0 000 000,qal,wayy,W JLK CWBB B DRK LBJ,,B DRK LBJ,B DRK/ LB/,in the way of his heart,0.0,prep,abs,inanim,det,subs,complex,fictive,trajectory,B,,,,,B <WWN BY<W QYPTJ W >KHW W >HSTR W >QYWPH W JLK CWBB B DRK LBJ
1124,232056,BW>[,MT,Isaiah,58,7,TBJ>,H LW> PRS L R<B LXMK W <NJJM MRWDJM TBJ> BJT KJ TR>H <RM W KSJTW W M BFRK L> TT<LM,,hif,impf,W <NJJM MRWDJM TBJ> BJT,,BJT,BJT/,to the house,0.0,vc,topo,inanim,und,subs,simple,factive,goal,,,,,,
1125,1915881,BW>[,1Qisaa,Isaiah,58,7,TBJ>,H LW> PRWS L R<B LXMKH W <NWJJM MRWDJM TBJ> BJT KJ> TR>H <RWM W KSJTW BGD W M BFRKH LW> TT<L,0 000 0000 0 000 00000 0 000000 000000 0000 000 000 0000 0000 0 00000 000 0 0 00000 000 0000,hifil,impf,W <NWJJM MRWDJM TBJ> BJT,,BJT,BJT/,to the house,0.0,vc,topo,inanim,und,subs,simple,factive,goal,,,,,,H LW> PRWS L R<B LXMKH W <NWJJM MRWDJM TBJ> BJT KJ> TR>H <RWM W KSJTW BGD W M BFRKH LW> TT<L
1126,1925476,BW>[,1Q8,Isaiah,58,7,TBJ>,H LW> PRWS L R<B LXMK <NJJM MRDJM TBJ> BJT KJ TR>H <RWM W KSJTW W M BFRK L> TT<LM,0 000 0000 0 000 0000 00000 00000 0000 000 00 0000 0000 0 00000 0 0 0000 00 00000,hifil,impf,<NJJM MRDJM TBJ> BJT,,BJT,BJT/,to the house,0.0,vc,topo,inanim,und,subs,simple,factive,goal,,,,,,H LW> PRWS L R<B LXMK <NJJM MRDJM TBJ> BJT KJ TR>H <RWM W KSJTW W M BFRK L> TT<LM
1133,232324,RWY[,MT,Isaiah,59,7,JRYW,RGLJHM L R< JRYW W JMHRW L CPK DM NQJ MXCBWTJHM MXCBWT >WN CD W CBR B MSLWTM,,qal,impf,RGLJHM L R< JRYW,RGLJHM,L R<,L H R</,towards the evil,0.0,prep,abs,inanim,det,subs,simple,fictive,goal,L,,,,,
1135,1916158,RWY[,1Qisaa,Isaiah,59,7,JRWYW,RGLJHMH L R< JRWYW W JMHRW L CPWK DM NQJ> MXCBWTJHMH MXCBWT >WN CD W CBR W XMS B MSLWTJHMH,0000000 0 00 00000 0 00000 0 0000 00 0000 0000000000 000000 000 00 0 000 0 000 0 000000000,qal,impf,RGLJHMH L R< JRWYW,RGLJHMH,L R<,L H R</,towards the evil,0.0,prep,abs,inanim,det,subs,simple,fictive,goal,L,,,,,RGLJHMH L R< JRWYW W JMHRW L CPWK DM NQJ> MXCBWTJHMH MXCBWT >WN CD W CBR W XMS B MSLWTJHMH
1147,232580,BW>[,MT,Isaiah,59,20,B>,W B> L YJWN GW>L W L CBJ PC< B J<QB N>M JHWH,,qal,perf,W B> L YJWN GW>L,,L YJWN,L YJWN==/,to Zion,0.0,prep,topo,inanim,det,nmpr,simple,factive,goal,L,,,,,
1149,1916416,BW>[,1Qisaa,Isaiah,59,20,B>,W B> >L YJWN GW>L W L CBJ PC< B J<QWB NW>M JHWH,0 00 00 0000 0000 0 0 000 000 0 00000 0000 0000,qal,perf,W B> >L YJWN GW>L,,>L YJWN,L YJWN==/,to Zion,0.0,prep,topo,inanim,det,nmpr,simple,factive,goal,>L,,,,,W B> >L YJWN GW>L W L CBJ PC< B J<QWB NW>M JHWH
1157,232656,HLK[,MT,Isaiah,60,3,HLKW,W HLKW GWJM L >WRK W MLKJM L NGH ZRXK,,qal,perf,W HLKW GWJM L >WRK,GWJM,L >WRK,L >WR/,to your light,0.0,prep,phen,inanim,det,subs,complex,fictive,goal,L,,,,,
1158,1916494,HLK[,1Qisaa,Isaiah,60,3,HLKW,W HLKW GW>JM L >WRK W MLKJM L NGD ZRXK,0 0000 00000 0 0000 0 00000 0 000 0000,qal,perf,W HLKW GW>JM L >WRK,GW>JM,L >WRK,L >WR/,to your light,0.0,prep,phen,inanim,det,subs,complex,fictive,goal,L,,,,,W HLKW GW>JM L >WRK W MLKJM L NGD ZRXK
1159,1925843,HLK[,1Q8,Isaiah,60,3,HLKW,W HLKW GWJM L >WRK W MLKJM L NGH ZRXK,0 0000 0000 0 0000 0 00000 1 111 0000,qal,perf,W HLKW GWJM L >WRK,GWJM,L >WRK,L >WR/,to your light,0.0,prep,phen,inanim,det,subs,complex,fictive,goal,L,,,,,W HLKW GWJM L >WRK W MLKJM [L NGH] ZRXK
1160,232672,BW>[,MT,Isaiah,60,4,B>W,F>J SBJB <JNJK W R>J KLM NQBYW B>W LK BNJK M RXWQ JB>W W BNTJK <L YD T>MNH,,qal,perf,B>W LK,,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,
1161,1916511,BW>[,1Qisaa,Isaiah,60,4,B>W,F>J SBJB <JNJK W R>J KWLMH NQBYW B>W LK BNJK M RXWQ JBW>W W BNWTJK <L YD T>MNH,000 0000 00000 0 000 00000 00000 000 00 0000 0 0000 00000 0 000000 00 00 00000,qal,perf,B>W LK,,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,F>J SBJB <JNJK W R>J KWLMH NQBYW B>W LK BNJK M RXWQ JBW>W W BNWTJK <L YD T>MNH
1162,1925860,BW>[,1Q8,Isaiah,60,4,B>W,F>J SBJB <JNJK W R>J KLM NQBYW B>W LK BNJK M RXWQ JB>W W BNTJK <L YD TNFJNH,000 0000 00000 0 000 000 00000 000 00 0000 0 0000 0000 0 00000 00 00 000000,qal,perf,B>W LK,,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,F>J SBJB <JNJK W R>J KLM NQBYW B>W LK BNJK M RXWQ JB>W W BNTJK <L YD TNFJNH
1163,232699,BW>[,MT,Isaiah,60,5,JB>W,>Z TR>J W NHRT W PXD W RXB LBBK KJ JHPK <LJK HMWN JM XJL GWJM JB>W LK,,qal,impf,XJL GWJM JB>W LK,XJL GWJM,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,,
1164,1916537,BW>[,1Qisaa,Isaiah,60,5,JBW>W,>Z TR>J W NHR W RXB LBBK KJ> JHPK >LJK HMWN JM XJL GW>JM JBW>W LK,00 0000 0 000 0 000 0000 000 0000 0000 0000 00 000 00000 00000 00,qal,impf,XJL GW>JM JBW>W LK,XJL GW>JM,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,,>Z TR>J W NHR W RXB LBBK KJ> JHPK >LJK HMWN JM XJL GW>JM JBW>W LK
1165,1925888,BW>[,1Q8,Isaiah,60,5,JBW>,>Z TR>J W NHRT W PXD W RXB LBBK KJ JHPK >LJK HMWN JM XJL GWJM JBW> LK,00 0000 0 0000 0 000 0 110 0000 00 0000 0000 0000 00 000 0000 0000 00,qal,impf,XJL GWJM JBW> LK,XJL GWJM,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,,>Z TR>J W NHRT W PXD W [RX]B LBBK KJ JHPK >LJK HMWN JM XJL GWJM JBW> LK
1166,232728,<LH[,MT,Isaiah,60,7,J<LW,KL Y>N QDR JQBYW LK >JLJ NBJWT JCRTWNK J<LW <L RYWN MZBXJ W BJT TP>RTJ >P>R,,qal,impf,J<LW <L RYWN MZBXJ,,MZBXJ,MZBX/,on my altar,0.0,vc,obj,inanim,det,subs,complex,factive,goal,,,,,,
1167,1916569,<LH[,1Qisaa,Isaiah,60,7,J<LW,KWL YW>N QDR JQBYW LK >JLJ NB>WT JCRTWNK W J<LW L RYWN <L MZBXJ W BJT TP>RTJ >P>R,000 0000 000 00000 00 0000 00000 0000000 0 0000 0 0000 00 00000 0 000 000000 0000,hifil,impf,W J<LW L RYWN <L MZBXJ,,<L MZBXJ,<L MZBX/,on my altar,0.0,prep,obj,inanim,det,subs,complex,factive,goal,<L,,,,,KWL YW>N QDR JQBYW LK >JLJ NB>WT JCRTWNK W J<LW L RYWN <L MZBXJ W BJT TP>RTJ >P>R
1168,1925919,<LH[,1Q8,Isaiah,60,7,J<LW,KL Y>N QDR JQBYW LK >JLJ NBJWT JCRTWNK J<LW RYWN MZBXJ W BJT TP>RTJ >P>R,00 000 000 00000 00 0000 00000 0000000 0000 0000 00000 0 000 000000 0000,hifil,impf,J<LW RYWN MZBXJ,,MZBXJ,MZBX/,on my altar,0.0,vc,obj,inanim,det,subs,complex,factive,goal,,,,,,KL Y>N QDR JQBYW LK >JLJ NBJWT JCRTWNK J<LW RYWN MZBXJ W BJT TP>RTJ >P>R
