verb_id,lex,scroll,book_canonical,text_unit,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition,verse_genre,verse_language,era_style
6254,<WZ[,1QH,1QH,1QH,18,13,H<JZ,W >TH JD<TH JYR <BD KH KJ L> Y MC<NT W L HRJM LB W W L H<JZ B KWX,,hif,infc,W L H<JZ B KWX,,B KWX,B KX,in strength,0.0,prep,other,inanim,und,subs,simple,metaphor,other,B,,,,,,,,col 15 17,Qumran,Hebrew,QH
6290,<WZ[,1QH,1QH,1QH,18,16,H<JZ,W >NJ NC<NTJ B RWB RXMJ KH XSD KH >WXJL L HYJY K MV< W L GDL NYR L H<JZ B KWX WL,,hif,infc,L H<JZ B KWX,,B KWX,B KX,in strength,0.0,prep,other,inanim,und,subs,simple,posture/not motion,other,B,,,,,,,,col 15 19,Qumran,Hebrew,QH
6453,CWB[,1QH,1QH,1QH,19,5,HCJB,W >JN L HCJB <L TWKXT KH KWL YBJ RWX W L> JWKL KWL L HTJYB L PNJ XMT KH,,hif,infc,L HCJB <L TWKXT KH,,<L TWKXT KH,<L TWKXH K,to your reproche,0.0,prep,other,inanim,det,subs,complex,posture/not motion,other,<L,,,,,,,,col 15 29,Qumran,Hebrew,QH
6475,BW>[,1QH,1QH,1QH,19,6,TBJ>,W KWL BNJ >MT KH TBJ> B SLJXWT L PNJ KH L VHR M M PC<J HM B RWB VWB KH W B HMWN RXMJ KH L H<MJD M L PNJ KH L <WLMJ <D,,hif,impf,W KWL BNJ >MT KH TBJ> B SLJXWT L PNJ KH,,L PNJ KH,L PNH K,before you,0.0,prep,person,anim,det,subs,complex,factive,goal,L,,,,,,,,col 15 29-30,Qumran,Hebrew,QH
6542,NPL[,1QH,1QH,1QH,20,1,HPLTH,>WD KH >DWNJ KJ LW> HPLTH GWRL J B <DT CW W B SWD N<LMJM L> FMTH XWQ J,,hif,perf,KJ LW> HPLTH GWRL J B <DT CW,,B <DT CW,B <DH CW>,in a congregation of vanity,0.0,prep,abstract,inanim,und,subs,complex,vertical,goal,B,,,,,,fictive vertical?,,col 15 34,Qumran,Hebrew,QH
6566,BW>[,1QH,1QH,1QH,20,2,HBJ>WT,W TQR> NJ L XSDJ KH W L SLJXWTJ KH HBJ>WT NJ W B HMWN RXMJ KH L KWL MCPVJ YDQ,,hif,perf,W L SLJXW[TJ KH HBJ>WT NJ],,W L SLJXW[TJ KH],L SLJXH K,to [your?] forgiveness,0.0,prep,abstract,inanim,det,subs,complex,fictive,goal,L,,,,,,reconstructed,,col 15 35,Qumran,Hebrew,QH
6833,MWC[,1QH,1QH,1QH,21,14,JMJCW,L PTWX H CMJM L> JMJCW W JHJW L NXL CWVP <L KWL <YJ MJM W L JMJM L >JN XQR,,hif,impf,L> JMJCW,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 16 17,Qumran,Hebrew,QH
6949,CWB[,1QH,1QH,1QH,21,22,>CJB,W >M >CJB JD JHJH K <R<R B MDBR W GZ< W K XRLJM B MLXH,,hif,impf,>M >CJB JD,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 16 24,Qumran,Hebrew,QH
6967,<LH[,1QH,1QH,1QH,21,23,J<L,W PLGJ W J<L QWY W DRDR L CMJR W CJT W FPT W JHPKW K <YJ B>WCJM,,qal,impf,W PLGJ W J<L QWY W DRDR L CMJR W CJT,QWY W DRDR,L CMJR W CJT,L CMJR W CJT=,into/to brambles and thisltes,0.0,prep,other,inanim,und,subs,complex,posture/not motion,other,L,,,,,,,,col 16 24-25,Qumran,Hebrew,QH
7136,HLK[,1QH,1QH,1QH,21,35,JLKW,W RGL J NLKDH B KBL W JLKW K MJM BRKJ,,qal,impf,W JLKW K MJM BRKJ,BRKJ,no complement,no complement,,,,,,,,,,,,,,,,,,,col 16 34,Qumran,Hebrew,QH
7326,CWB[,1QH,1QH,1QH,21,50,>CJBH,W >CJBH L MBL<J DBR W L MCTWXJXJ B J TWKXT,,hif,impf,W >CJBH L MBL<J DBR,,L MBL<J,L BL< J,to the ones who (want to) destroy me,0.0,prep,person,anim,det,subs,complex,posture/not motion,goal,L,,,,,,,,col 17 8,Qumran,Hebrew,QH
7660,XSH[,1QH,1QH,1QH,21,77,>XSJH,B KH >XSJH M KWL MK>WB,,hif,impf,B KH >XSJH M KWL MK>WB,,B KH,B K,in you,0.0,prep,person,anim,det,prsf,simple,fictive,location,B,,,,,,,,col 17 28-29,Qumran,Hebrew,QH
7933,CWB[,1QH,1QH,1QH,22,13,>CJB,W >JKH >CJB B LW> HFKLT NJ,,hif,impf,W >JKH >CJB,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 18 7,Qumran,Hebrew,QH
8317,BW>[,1QH,1QH,1QH,22,41,TBW>,W NHMT J <D THWM TBW> W B XDRJ C>WL TXPC JXD,,qal,impf,W NHMT J <D THWM TBW>,NHMT J,<D THWM,<D THWM,to an abyss,0.0,prep,place,inanim,und,subs,simple,fictive,goal,<D,,,,,,,,col 18 33,Qumran,Hebrew,QH
8633,GLH[,1QH,1QH,1QH,23,15,GLJTH,W B HPL> KJ HWD<T NJ SWD >MT W B RZJ PL> HFKLT NJ W HBJNWT NJ B NPL>WTJ KH W NSTRWTJ KH GLJTH L J W >BJV B J XSD,,qal,perf,W NSTRWTJ KH GLJTH L J,,L J,L J,to me,0.0,prep,person,anim,det,prsf,simple,posture/not motion,recipient,L,,,,,,,,col 19 17,Qumran,Hebrew,QH
8691,BW>[,1QH,1QH,1QH,23,19,JBW>W,W JBW>W B LBB J W JG<W B <YMJ L JM W L HGWT HGJ JGWN W >NXH B KNWR QJNH L KWL >BL JGWN W MSPD MRWRJM <D KLWT <WLH W >JN MK>WB W >JN NG< L HXLWT,,qal,impf,W JBW>W B LBB J,,B LBB J,B LBB J,in my heart,0.0,prep,body part,inanim,det,subs,complex,metaphor,goal,B,,,,,,,,col 19 21,Qumran,Hebrew,QH
8961,NPL[,1QH,1QH,1QH,24,1,HTNPL,L WDWT W TPLH L HTNPL W HTXNN TMJD M QY L QY,,hit,infc,L HTNPL,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 4,Qumran,Hebrew,QH
9173,CWB[,1QH,1QH,1QH,24,15,CJB,W >JN YDJQ <M KH KH W L HFKJL B KWL RZJ KH W L CJB DBR B TWKXT KH W L VWB KH JYPW,,hif,infc,W L CJB DBR,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 20,Qumran,Hebrew,QH
9203,NGC[,1QH,1QH,1QH,24,18,HGCT,KJ> K FKL M HGCT M W L PJ MMCLT M JCRTW KH L MPLGJ HM LW> CWB MM KH W LW> L <BWR <L DBR KH,,hif,perf,[KJ>] K FKL M HGCT M,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 22-23,Qumran,Hebrew,QH
9222,<BR[,1QH,1QH,1QH,24,18,<BWR,KJ> K FKL M HGCT M W L PJ MMCLT M JCRTW KH L MPLGJ HM LW> CWB MM KH W LW> L <BWR <L DBR KH,,qal,infc,L <BWR <L DBR KH,,<L DBR KH,<L DBR K,over your word,0.0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,<L,,,,,,,,col 20 24,Qumran,Hebrew,QH
9265,CWB[,1QH,1QH,1QH,24,21,JCJB,W MH JCJB <PR W >PR H JBJN <CJW,,hif,impf,W MH JCJB <PR W >PR,<PR W >PR,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 27,Qumran,Hebrew,QH
9311,CWB[,1QH,1QH,1QH,24,25,HCJB,W >JN L HCJB DBR <L BWKXT KH,,hif,infc,L HCJB [DBR] <L BWKXT KH,,<L BWKXT KH,<L TWKXH K,to your rebuke,0.0,prep,other,inanim,det,subs,complex,posture/not motion,other,<L,,,,,,,,col 20 30-31,Qumran,Hebrew,QH
9366,GLH[,1QH,1QH,1QH,24,33,GLJTH,W MH >D B LW> GLJTH LB J,,qal,perf,B LW> GLJTH LB J,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 34,Qumran,Hebrew,QH
9415,GLH[,1QH,1QH,1QH,24,38,GLJTH,PC< JLWD >CH JKH W YDQT KH > K >KJ B W> R>JTJ ZWT H >BJV B LW> GLJTH <JNJ W >CM<H HCM BBJ,,qal,perf,B LW> GLJTH <JNJ,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 21 4,Qumran,Hebrew,QH
9474,BW>[,1QH,1QH,1QH,24,44,HBJ>WTH,W HBJ>WTH B BRJT <M KH W TGL LB <PR L HCMR LW M PXJ MCPV L <WMT RXMJ KH,,hif,perf,HBJ>WTH B BRJT <M KH,,B BRJT,B BRJT,in the covenant,0.0,prep,abstract,inanim,det,subs,simple,metaphor,goal,B,,,,,,,,col 21 9,Qumran,Hebrew,QH
9522,BW>[,1QH,1QH,1QH,24,48,HBJ>,W HCBTH L HBJ> B BRJT <M KH W L <MWD B MKWN <WLM L >WR >WRTJM <D NYX,,hif,infc,L HBJ> B BRJT <M KH,,B BRJT,B BRJT,in the covenant,0.0,prep,abstract,inanim,det,subs,simple,metaphor,goal,B,,,,,,,,col 21 13,Qumran,Hebrew,QH
9539,NWS[,1QH,1QH,1QH,24,49,NS,W NS XWCK WT L L >JN SWP W QYJ CLWM L >JN XQR,,qal,perf,W NS XWCK,XWCK,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,,col 20 15,Qumran,Hebrew,QH
9587,HLK[,1QH,1QH,1QH,24,52,THLKW,THLKW P<MJ <L MVWNJ PXJ H W MPRFJ RCT W <RMT,,qal,impf,[THLKW P<MJ] <L MVWNJ PXJ H W MPRFJ R[CT W <RMT],[P<MJ],<L MVWNJ PXJ H W MPRFJ R[CT W <RMT],<L MVMN PX H= W MPRF RCT W <RMH=,over ones hiding its traps and hold [...],0.0,prep,other,anim,und,subs,complex,posture/not motion,other,<L,,,,,,reconstructed,,col 21 4,Qumran,Hebrew,QH
9607,NTK[,1QH,1QH,1QH,24,53,TK,>CMR B JYR <PR M HTPRR W M TK DWNG BH W MQWJ >PR,,qal,infc,W M TK DWNG,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 21 5,Qumran,Hebrew,QH
9817,CWB[,1QH,1QH,1QH,24,68,TCJB,KJ> >JC W TCJB HW W B MH JT HC TH <YMTH P B JC L LW> MQWH,,hif,impf,W TCJB HW,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 22 top 15,Qumran,Hebrew,QH
9879,GLH[,1QH,1QH,1QH,24,72,GLJTH,W <L MCMRT M J W NDJBJM LW> K KJ> TG<R B KWL FVN MCXJT WMRY L J M >Z KWNNTJ L BH W >TH GLJTH >WZN J,,qal,perf,W >TH GLJTH >WZN J,>TH,no complement,no complement,,,,,,,,,,,,,,,,,,,col 21 bottom 7,Qumran,Hebrew,QH
9884,BW>[,1QH,1QH,1QH,24,73,JBW>,K LW> JBW> KJ >W >NWCJ BRJT PWTW B M,,qal,impf,[LW> JBW>],,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,,col 22 bottom 7-8,Qumran,Hebrew,QH
9893,BW>[,1QH,1QH,1QH,24,74,JBW>,W JBW> B MBNJT J W TKMJ KXWT L PNJ KH,,qal,impf,W JBW>,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 22 bottom 8,Qumran,Hebrew,QH
9943,GLH[,1QH,1QH,1QH,24,78,TGL,MH JBJ B KJ> >TH >L J PTXTH LBB J L BJNT KH W TGL >WZN J W L HC<N <L VWB KH,,qal,impf,W TGL >WZN J,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 22 bottom 12,Qumran,Hebrew,QH
10033,GLH[,1QH,1QH,1QH,25,2,TGL,KJ> >T KH >WR L W TGL >WZN <PR T WL MZMH >CR HW > < W T>MN H B >WZN <BD KH <D <WLM CMW<WT PL> KH L HWPJ< L <JNJ KWL CWM<J B JMJN <WZ KH L NHL KWL M B KWX GBWRT KH JHLL CM KH W JTGBR B KBWD KH,,qal,impf,W TGL >WZN <PR,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 top 4,Qumran,Hebrew,QH
10082,CWB[,1QH,1QH,1QH,25,3,TCB,>L TCB JD KH M L HJWT L W MTXZQ B BRJT KH W <WMD L PNJ KH B,,hif,impf,>L TCB JD KH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 top 9,Qumran,Hebrew,QH
10317,GLH[,1QH,1QH,1QH,25,19,GLJTH,KJ> W M>WR GLJTH W LW> L HCJB WDCKH HNJPWTH L KPR >CMH MCRTJM <M YB> KH W MTHLKJM BWT M L PNJ KH,,qal,perf,W M>WR GLJTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 bottom 12,Qumran,Hebrew,QH
10321,CWB[,1QH,1QH,1QH,25,19,HCJB,KJ> W M>WR GLJTH W LW> L HCJB WDCKH HNJPWTH L KPR >CMH MCRTJM <M YB> KH W MTHLKJM BWT M L PNJ KH,,hif,infc,L HCJB,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 bottom 12,Qumran,Hebrew,QH
10504,GLH[,1QH,1QH,1QH,25,26,GLJTH,YDQH W< B L CXT B <T <WWNWT M KWL FVN W MCXJT B RCT M W L CLX M GWJ JKH RC< >JC ZJDN B MRBJ M<L W B NGJ<JM W B MCPVJM L BJM B BSR KJ KWL RWXWT MMZRJM L HRCJ< B BFR WM HRCJ<W B XJJ HM WK L KN RWX M L HRCJ< <L L PL> RZJ KH GLJTH LB J >NJ L BFR,,qal,perf,PL> RZJ KH GLJTH LB[ J],,LB[ J],LB J,,0.0,vc,,,det,subs,complex,,,,,,,,,reconstructed,,col 24 bottom 5,Qumran,Hebrew,QH
10636,GLH[,1QH,1QH,1QH,25,33,GLJTH,W >WZN BFR GLJTH W L >NWC B MZMT LB KH W QY T<WDH HFKLTH L BFR,,qal,perf,W >WZN BFR GLJTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 25 top 10,Qumran,Hebrew,QH
10767,BW>[,1QH,1QH,1QH,26,8,JBW>,JBW>,,qal,impf,JBW>,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 26 top 7,Qumran,Hebrew,QH
10782,GLH[,1QH,1QH,1QH,26,18,GLWT,RZJM W L GLWT NSTRWT LH PJL NW<DT RWM G>JM,,qal,infc,W L GLWT NSTRWT,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 26 top 15,Qumran,Hebrew,QH
10844,CWB[,1QH,1QH,1QH,26,37,HCJB,L HCJB DBR K PJ KH W LRY H B,,hif,infc,L HCJB DBR K PJ KH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 24 bottom 12,Qumran,Hebrew,QH
11088,JY>[,1QM,1QM,1QM,1,6,JY>,W B QY W JY> B XMH GDWLH L HLXM B MLKJ H YPWN W >P W L HCMJD W L HKRJT >T QRN,,qal,impf,W B QY W JY> B XMH GDWLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 4,Qumran,Hebrew,QH
11136,NPL[,1QM,1QM,1QM,1,9,NPL,W NPL >CWR W >JN <WZR L W,,qal,perf,W NPL >CWR,>CWR,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 6,Qumran,Hebrew,QH
11144,SWR[,1QM,1QM,1QM,1,10,SRH,W SRH MMCLT KTJJM L HKNJ< RC<H L >JN C>RJT,,qal,perf,W SRH MMCLT KTJJM,MMCLT KTJJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 6,Qumran,Hebrew,QH
11168,HLK[,1QM,1QM,1QM,1,12,HLWK,W BNJ YDQ J>JRW L KWL QYWWT TBL HLWK W >WR <D TWM KWL MW<DJ XWCK,,qal,infc,HLWK,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 8,Qumran,Hebrew,QH
11204,NPL[,1QM,1QM,1QM,1,14,NPWL,W B JWM NPWL B W KTJJM QRB W NXCJR XZQ L PNJ >L JFR>L KJ> HW>H JWM J<WD L W M >Z L MLXMT KLH L BNJ XWCK,,qal,infc,NPWL B W KTJJM,KTJJM,B W,B W=,in it,0.0,prep,other,inanim,det,prsf,simple,posture/not motion,other,B,,,,,,,,col 1 9,Qumran,Hebrew,QH
11232,QRB[,1QM,1QM,1QM,1,15,JTQRBW,B W JTQRBW L NXCJR GDWL <DT >LJM W QHLT >NCJM,,hit,impf,B W JTQRBW L NXCJR GDWL <DT >LJM W QHLT >NCJM,<DT >LJM W QHLT >NCJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 10-11,Qumran,Hebrew,QH
11561,JY>[,1QM,1QM,1QM,2,11,Y>T,M KWL CBVJ JFR>L JXLWYW L HM >NCJ XJL L Y>T L YB> K PJ T<WDWT H MLXMH CNH B CNH,,qal,infc,L Y>T,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 2 8,Qumran,Hebrew,QH
11580,JY>[,1QM,1QM,1QM,2,12,Y>T,W B CNJ H CMVJM LW> JXLWYW L Y>T L YB> KJ> CBT MNWX HJ>H L JFR>L,,qal,infc,L Y>T,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 2 8,Qumran,Hebrew,QH
11768,JY>[,1QM,1QM,1QM,3,3,Y>T,SDRJ H MLXMH W XYWYRWT MQR> M B HPTX C<RJ H MLXMH L Y>T >NCJ H BNJM W XYWYRWT TRW<WT H XLLJM W XYWYRWT H M>RB W XYWYRWT H MRDP B HNGP >WJB W XYWYRWT H M>SP B CWB H MLXMH,,qal,infc,L Y>T >NCJ H BNJM,>NCJ H BNJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 1,Qumran,Hebrew,QH
11793,CWB[,1QM,1QM,1QM,3,3,CWB,SDRJ H MLXMH W XYWYRWT MQR> M B HPTX C<RJ H MLXMH L Y>T >NCJ H BNJM W XYWYRWT TRW<WT H XLLJM W XYWYRWT H M>RB W XYWYRWT H MRDP B HNGP >WJB W XYWYRWT H M>SP B CWB H MLXMH,,qal,infc,B CWB H MLXMH,,H MLXMH,H MLXMH,of the battle,0.0,vc,occupation,inanim,det,subs,simple,factive,source,,,,,,,,,col 3 2,Qumran,Hebrew,QH
11868,NWS[,1QM,1QM,1QM,3,9,HNJS,W <L XYWYRWT MS<J HM JKTWBW GBWRWT >L L HPJY >WJB W L HNJS KWL MFN>J YDQ W MCWB XSDJM B MFN>J >L,,hif,infc,W L HNJS KWL,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 5-6,Qumran,Hebrew,QH
11909,JY>[,1QM,1QM,1QM,3,11,Y>T,W <L XYWYRWT MQR> >NCJ H BNJM B HPTX C<RJ H MLXMH L Y>T L M<RKT H >WJB JKTWBW ZKRWN NQM B MW<D >L,,qal,infc,L Y>T L M<RKT H >WJB,,L M<RKT H >WJB,L M<RKH H >JB,to the enemy line,0.0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 3 7,Qumran,Hebrew,QH
11933,NPL[,1QM,1QM,1QM,3,12,HPJL,W <L XYWYRWT H XLLJM JKTWBW JD GBWRT >L B MLXMH L HPJL KWL XLLJ M<L,,hif,infc,L HPJL KWL XLLJ M<L,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 8,Qumran,Hebrew,QH
11960,CWB[,1QM,1QM,1QM,3,14,JCJB,W <L XYWYRWT H MRDP JKTWBW NGP >L KWL BNJ XWCK LW> JCJB >P W <D KLWT M,,hif,impf,LW> JCJB >P W,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 9,Qumran,Hebrew,QH
11974,BW>[,1QM,1QM,1QM,3,15,BW>,W B CWB M MN H MLXMH L BW> H M<RKH JKTWBW <L XYWYRWT H MCWB >SP >L,,qal,infc,L BW> H M<RKH,,H M<RKH,H M<RKH,to the line,0.0,vc,place,inanim,det,subs,simple,factive,goal,,,,,,,,,col 3 10,Qumran,Hebrew,QH
11995,BW>[,1QM,1QM,1QM,3,16,BW>,W <L XYWYRWT DRK H MCWB M MLXMT H >WJB L BW> >L H <DH JRWCLJM JKTWBW GJLWT >L B MCWB CLWM,,qal,infc,L BW> >L H <DH JRWCLJM,,>L H <DH JRWCLJM,>L H <DH JRWCLM,to the congregation of Jerusalem,0.0,prep,group,anim,det,subs,complex,factive,goal,>L,,,,,,,,col 3 11,Qumran,Hebrew,QH
12209,HLK[,1QM,1QM,1QM,4,13,LKT,W B LKT M L MLXMH JKTWBW <L >WTWT M >MT >L YDQ >L KBWD >L MCPV >L W >XRJ HM KWL SRK PRWC CMWT M,,qal,infc,B LKT M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0.0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 6,Qumran,Hebrew,QH
12236,NGC[,1QM,1QM,1QM,4,14,GCT,W B GCT M L MLXMH JKTWBW <L >WTWT M JMJN >L MW<D >L MHWMT >L XLLJ >L W >XRJ HM KWL PRWC CMWT M,,qal,infc,B GCT M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0.0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 7,Qumran,Hebrew,QH
12289,JY>[,1QM,1QM,1QM,4,17,Y>T,B Y>T M L MLXMH JKTBW <L >WT H R>JCWNH <DT >L,,qal,infc,B Y>T M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0.0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 9,Qumran,Hebrew,QH
12348,NGC[,1QM,1QM,1QM,4,26,GCT,W B GCT M L MLXMH JKTWBW <L >WTWT M MLXMT >L NQMT >L RJB >L GMWL >L KWX >L CLWMJ >L GBWRT >L KLT >L B KWL GWJ HBL,,qal,infc,B GCT M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0.0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 11,Qumran,Hebrew,QH
12782,CWB[,1QM,1QM,1QM,5,24,CBW,CB< P<MJM W CBW L M<MD M,,qal,perf,W CBW L M<MD M,,L M<MD M,L M<MD M,to their position,0.0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 6 1,Qumran,Hebrew,QH
12789,JY>[,1QM,1QM,1QM,5,25,JY>W,W >XRJ HM JY>W CLWCH DGLJ BJNJM W <MDW BJN H M<RKWT,,qal,impf,W >XRJ HM JY>W CLWCH DGLJ BJNJM,CLWCH DGLJ BJNJM,>XRJ HM,>XR HM,after them,0.0,prep,group,anim,det,subs,complex,factive,other,>XR/,,,,,,,,col 6 1,Qumran,Hebrew,QH
12831,NPL[,1QM,1QM,1QM,5,28,HPJL,W <L H CLV H CNJ JKTWBW ZJQJ DM L HPJL XLLJM B >P >L,,hif,infc,L HPJL XLLJM B >P >L,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 6 3,Qumran,Hebrew,QH
12857,CWB[,1QM,1QM,1QM,5,30,CBW,KWL >LH JVJLW CB< P<MJM W CBW L M<MD M,,qal,perf,W CBW L M<MD M,,L M<MD M,L M<MD M,to their position,0.0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 6 4,Qumran,Hebrew,QH
12864,JY>[,1QM,1QM,1QM,5,31,JY>W,W >XRJ HM JY>W CNJ DGLJ BJNJM W <MDW BJN CTJ H M<RKWT,,qal,impf,W >XRJ HM JY>W CNJ DGLJ BJNJM,CNJ DGLJ BJNJM,>XRJ HM,>XR HM,after them,0.0,prep,group,anim,det,subs,complex,factive,other,>XR/,,,,,,,,col 6 4,Qumran,Hebrew,QH
12892,NPL[,1QM,1QM,1QM,5,33,HPJL,W H DGL H CNJ MXZJQJ MGN W KJDN L HPJL XLLJM B MCPV >L W L HKNJ< M<RKT >WJB B GBWRT >L L CLM GMWL R<T M L KWL GWJ HBL,,hif,infc,L HPJL XLLJM B MCPV >L,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 6 5,Qumran,Hebrew,QH
12968,JY>[,1QM,1QM,1QM,5,37,JY>W,M>TJM PRCJM JY>W <M >LP M<RKT >NCJ H BJNJM W KN J<MWDW L KWL <BRJ H MXNH H KWL CC M>WT W >RB<T >LPJM,,qal,impf,M>TJM PRCJM JY>W <M >LP M<RKT >NCJ H BJNJM,M>TJM PRCJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 6 9,Qumran,Hebrew,QH
13227,BW>[,1QM,1QM,1QM,5,50,JBW>W,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M B Y>T M M JRWCLJM L LKT L MLXMH <D CWB M,,qal,impf,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M,KWL N<R Z<VWV W >CH,L MXNWT M,L MXNH M,in the encampment,0.0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 7 3,Qumran,Hebrew,QH
13237,HLK[,1QM,1QM,1QM,5,50,LKT,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M B Y>T M M JRWCLJM L LKT L MLXMH <D CWB M,,qal,infc,L LKT L MLXMH,,L MLXMH,L H MLXMH,to the battle,0.0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 7 4,Qumran,Hebrew,QH
13242,CWB[,1QM,1QM,1QM,5,50,CWB,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M B Y>T M M JRWCLJM L LKT L MLXMH <D CWB M,,qal,infc,<D CWB M,M,no complement,no complement,,,,,,,,,,,,,,,,,,,col 7 4,Qumran,Hebrew,QH
13269,HLK[,1QM,1QM,1QM,5,51,JLKW,W KWL PSX >W <WR >W XGR >W >JC >CR MWM <WLM B BFR W >W >JC MNWG< B VM>T BFR W KWL >LH LW> JLKW >T M L MLXMH,,qal,impf,KWL >LH LW> JLKW >T M L MLXMH,KWL >LH,L MLXMH,L H MLXMH,to the battle,0.0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 7 5,Qumran,Hebrew,QH
13306,JRD[,1QM,1QM,1QM,5,53,JRD,W KWL >JC >CR LW> JHJH VHWR M MQWR W B JWM H MLXMH LW> JRD >T M KJ> ML>KJ QWDC <M YB>WT M JXD,,qal,impf,W KWL >JC LW> JRD >T M,KWL >JC,no complement,no complement,,,,,,,,,,,,,,,,,,,col 7 5-6,Qumran,Hebrew,QH
13356,JY>[,1QM,1QM,1QM,6,1,JY>W,W B SDR M<RKWT H MLXMH L QR>T >WJB M<RKH L QR>T M<RKH W JY>W MN H C<R H TJKWN >L BJN H M<RKWT CB<H KWHNJM M BNJ >HRWN LWBCJM BGDJ CC LBN KTWNT BD W MKNSJ BD W XWGRJM B >BNV BD CC MCWZR TKLT W >RGMN W TWL<T CNJ W YWRT RJQMH M<FH XWCB W PRJ MGB<WT B R>CJ HM BGDJ MLXMH W >L H MQDC LW> JBJ>W M,,qal,impf,W JY>W MN H C<R H TJKWN >L BJN H M<RKWT CB<H KWHNJM M BNJ >HRWN,CB<H KWHNJM M BNJ >HRWN,>L BJN H M<RKWT,>L BJN H M<RKH,(to) between the lines,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,col 7 8-9,Qumran,Hebrew,QH
