verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,study_edition,book_scroll,cmpl_syntax
20000,CWB[,1QS,1QS,4,43,CWB,W >M JFJG MWSR JBJ> HW B BRJT L CWB L >MT W L SWR M KWL <WL W HBJN HW B KWL MCPVJ H JXD,NA,qal,infc,L CWB L >MT,NA,L >MT,L >MT,to (the?) truth,0,prep,abstract,inanim,und,subs,simple,fictive,goal,L,NA,NA,NA,NA,NA,NA,NA,col 6 15,1QS_1QS,prepositional
20115,JY>[,1QS,1QS,4,49,JY>,W >M JY> L W H GWRL L QRWB L SWD H JXD <L PJ H KWHNJM W RWB >NCJ BRJT M JQRBW GM >T HWN W W >T ML>KT W >L JD H >JC H MBQR <L ML>KT H RBJM W KTBW B XCBWN B JD W W <L H RBJM LW> JWYJ>N W,NA,qal,impf,W >M JY> L W H GWRL,H GWRL,L W,L W=,in/to him,0,prep,person,anim,det,prsf,simple,fictive,goal,L,NA,NA,NA,NA,NA,NA,NA,col 6 18,1QS_1QS,prepositional
20121,QRB[,1QS,1QS,4,49,QRWB,W >M JY> L W H GWRL L QRWB L SWD H JXD <L PJ H KWHNJM W RWB >NCJ BRJT M JQRBW GM >T HWN W W >T ML>KT W >L JD H >JC H MBQR <L ML>KT H RBJM W KTBW B XCBWN B JD W W <L H RBJM LW> JWYJ>N W,NA,qal,infc,L QRWB L SWD H JXD <L PJ H KWHNJM W RWB >NCJ BRJT M,NA,L SWD H JXD,L SWD H JXD,the secret of the community,0,prep,abstract,inanim,det,subs,complex,fictive,goal,L,NA,NA,NA,NA,NA,NA,NA,col 6 19,1QS_1QS,prepositional
20202,JY>[,1QS,1QS,4,52,JY>,W >M JY> L W H GWRL L QRB W L JXD JKTWB HW B SRK TKWN W B TWK >XJ W L TWRH W L MCPV W L VHWRH W L <RB >T HWN W,NA,qal,impf,W >M JY> L W H GWRL,H GWRL,L W,L W=,in/to him,0,prep,person,anim,det,prsf,simple,fictive,goal,L,NA,NA,NA,NA,NA,NA,NA,col 6 21-22,1QS_1QS,prepositional
20208,QRB[,1QS,1QS,4,52,QRB,W >M JY> L W H GWRL L QRB W L JXD JKTWB HW B SRK TKWN W B TWK >XJ W L TWRH W L MCPV W L VHWRH W L <RB >T HWN W,NA,qal,infc,L QRB W L JXD,W,L JXD,L H JXD,to the community,0,prep,group,anim,det,subs,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,col 6 22,1QS_1QS,prepositional
20372,CWB[,1QS,1QS,5,4,JCWB,W >CR JZKJR DBR B CM H NKBD <L KWL H W >M QLL >W L HB<T M YRH >W L KWL DBR >CR L W HW>H QWRH B SPR >W MBRK W HBDJL HW W LW> JCWB <WD <L <YT H JXD,NA,qal,impf,W LW> JCWB <WD <L <YT H JXD,NA,<L <YT H JXD,<L <YH H JXD,to the council of the community,0,prep,group,anim,det,subs,complex,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,col 7 2,1QS_1QS,prepositional
20849,CWB[,1QS,1QS,5,28,JCWB,W KWL >JC >CR JHJH B <YT H JXD <L MLW>T <FR CNJM W CBH RWX W L BGWD B JXD W JY> M L PNJ H RBJM L LKT B CRJRWT LB W LW> JCWB >L <YT H JXD <WD,NA,qal,impf,LW> JCWB >L <YT H JXD <WD,NA,>L <YT H JXD,>L <YH H JXD,in the council of the community,0,prep,group,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,col 7 24,1QS_1QS,prepositional
21133,HLK[,1QS,1QS,6,6,LKT,W B HJWT >LH L JXD B JFR>L B TKWNJM H >LH JBDLW M TWK MWCB HNCJ H <WL L LKT L MDBR L PNWT CM >T DRK HW>H> K >CR KTWB B MDBR PNW DRK JJJJ JCRW B <RBH MSLH L >LWHJ NW,NA,qal,infc,L LKT L MDBR,NA,L MDBR,L H MDBR,to the desert,0,prep,place,inanim,det,subs,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,col 8 14,1QS_1QS,prepositional
21237,QRB[,1QS,1QS,6,9,QRB,W QRB HW B <YH <L PJ H RBJM W >XR JKTB B TKWN W,NA,piel,perf,W QRB HW B <YH <L PJ H RBJM,HW,B <YH,B H <YH,in the council,0,prep,group,anim,det,subs,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,col 8 18-19,1QS_1QS,prepositional
22183,BW>[,1QS,1QS,7,11,>BW>H,<M MBW> JWM W LJLH >BW>H B BRJT >L W <M MWY> <RB W BWQR >MR XWQJ W,NA,qal,impf,<M MBW> JWM W LJLH >BW>H B BRJT >L,NA,B BRJT >L,B BRJT >L==,in the covenant of god,0,prep,abstract,inanim,det,subs,complex,fictive,goal,B,NA,NA,NA,NA,NA,NA,NA,col 10 10,1QS_1QS,prepositional
393357,HLK[,MT,1_Chronicles,4,39,JLKW,W JLKW L MBW> GDR <D L MZRX H GJ> L BQC MR<H L Y>NM,NA,qal,wayq,W JLKW L MBW> GDR <D L MZRX H GJ>,NA,L MBW> GDR,L MBW>/ GDR==/,to the entrance of Gedor,0,prep,place,inanim,det,subs,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
393437,HLK[,MT,1_Chronicles,4,42,HLKW,W MHM MN BNJ CM<WN HLKW L HR F<JR >NCJM XMC M>WT W PLVJH W N<RJH W RPJH W <ZJ>L BNJ JC<J B R>CM,NA,qal,perf,W MHM MN BNJ CM<WN HLKW L HR F<JR >NCJM XMC M>WT,MHM MN BNJ CM<WN,L HR F<JR,L HR/ F<JR====/,to the mountain of Seir,0,prep,place,inanim,det,subs,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
393928,BW>[,MT,1_Chronicles,5,26,JBJ>M,W J<R >LHJ JFR>L >T RWX PWL MLK >CWR W >T RWX TLGT_PLNSR MLK >CWR W JGLM L R>WBNJ W L GDJ W L XYJ CBV MNCH W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,NA,hif,wayq,W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,NA,L XLX W XBWR W HR> W NHR GWZN,L XLX/ W XBWR/ W HR>/ W NHR/ GWZN/,to Helah and Habor and Hara and the river Gozan,0,prep,toponym,inanim,det,nmpr,complex,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
395160,JY>[,MT,1_Chronicles,7,11,JY>J,KL >LH BNJ JDJ<>L L R>CJ H >BWT GBWRJ XJLJM CB<H <FR >LP W M>TJM JY>J YB> L MLXMH,NA,qal,ptca,JY>J YB> L MLXMH,NA,L MLXMH,L H MLXMH/,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,NA,NA,NA,NA,NA,ptca,NA,NA,1_Chronicles_MT,prepositional
395623,GLH[,MT,1_Chronicles,8,6,JGLWM,W >LH BNJ >XWD >LH HM R>CJ >BWT L JWCBJ GB< W JGLWM >L MNXT,NA,hif,wayq,W JGLWM >L MNXT,NA,>L MNXT,>L MNXT=/,to Manahath,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
396019,GLH[,MT,1_Chronicles,9,1,HGLW,W KL JFR>L HTJXFW W HNM KTWBJM <L SPR MLKJ JFR>L W JHWDH HGLW L BBL B M<LM,NA,hof,perf,HGLW L BBL B M<LM,NA,L BBL,L BBL/,to Babylon,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
396944,BW>[,MT,1_Chronicles,10,12,JBJ>WM,W JQWMW KL >JC XJL W JF>W >T GWPT C>WL W >T GWPT BNJW W JBJ>WM JBJCH W JQBRW >T <YMWTJHM TXT H >LH B JBC W JYWMW CB<T JMJM,NA,hif,wayq,W JBJ>WM JBJCH,NA,JBJCH,JBJC=/,to Jabesh,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,non-prepositional
397049,BW>[,MT,1_Chronicles,11,3,JB>W,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH W JKRT LHM DWJD BRJT B XBRWN L PNJ JHWH W JMCXW >T DWJD L MLK <L JFR>L K DBR JHWH B JD CMW>L,NA,qal,wayq,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH,KL ZQNJ JFR>L,>L H MLK,>L H MLK/,to the king,0,prep,person,anim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397049,BW>[,MT,1_Chronicles,11,3,JB>W,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH W JKRT LHM DWJD BRJT B XBRWN L PNJ JHWH W JMCXW >T DWJD L MLK <L JFR>L K DBR JHWH B JD CMW>L,NA,qal,wayq,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH,KL ZQNJ JFR>L,XBRWNH,XBRWN=/,to Hebron,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,non-prepositional
397082,HLK[,MT,1_Chronicles,11,4,JLK,W JLK DWJD W KL JFR>L JRWCLM HJ> JBWS W CM H JBWSJ JCBJ H >RY,NA,qal,wayq,W JLK DWJD W KL JFR>L JRWCLM,DWJD W KL JFR>L,JRWCLM,JRWCLM/,to Jerusalem,0,vc,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,non-prepositional
397104,BW>[,MT,1_Chronicles,11,5,TBW>,W J>MRW JCBJ JBWS L DWJD L> TBW> HNH W JLKD DWJD >T MYDT YJWN HJ> <JR DWJD,NA,qal,impf,L> TBW> HNH,NA,HNH,HNH==,here,0,vc,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,non-prepositional
397291,JRD[,MT,1_Chronicles,11,15,JRDW,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM W MXNH PLCTJM XNH B <MQ RP>JM,NA,qal,wayq,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM,CLWCH MN H CLWCJM R>C,<L H YR,<L H YWR/,to the rock,0,prep,place,inanim,det,subs,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397291,JRD[,MT,1_Chronicles,11,15,JRDW,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM W MXNH PLCTJM XNH B <MQ RP>JM,NA,qal,wayq,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM,CLWCH MN H CLWCJM R>C,>L DWJD,>L DWD==/,to David,0,prep,person,anim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397291,JRD[,MT,1_Chronicles,11,15,JRDW,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM W MXNH PLCTJM XNH B <MQ RP>JM,NA,qal,wayq,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM,CLWCH MN H CLWCJM R>C,>L M<RT <DLM,>L M<RH/ <DLM/,to the cave of Adullam,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397359,BW>[,MT,1_Chronicles,11,18,JB>W,W JBQ<W H CLCH B MXNH PLCTJM W JC>BW MJM M BWR BJT_LXM >CR B C<R W JF>W W JB>W >L DWJD W L> >BH DWJD L CTWTM W JNSK >TM L JHWH,NA,hif,wayq,W JB>W >L DWJD,NA,>L DWJD,>L DWD==/,to David,0,prep,person,anim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397446,BW>[,MT,1_Chronicles,11,21,B>,MN H CLWCH B CNJM NKBD W JHJ LHM L FR W <D H CLWCH L> B>,NA,qal,perf,W <D H CLWCH L> B>,NA,<D H CLWCH,<D H CLC/,to (one of) the three,0,prep,person,anim,det,subs,simple,fictive,goal,<D,NA,NA,NA,NA,NA,he did not come in/enter (among) the group of the Three - status,NA,NA,1_Chronicles_MT,prepositional
397503,JRD[,MT,1_Chronicles,11,23,JRD,W HW> HKH >T H >JC H MYRJ >JC MDH XMC B >MH W B JD H MYRJ XNJT K MNWR >RGJM W JRD >LJW B CBV W JGZL >T H XNJT M JD H MYRJ W JHRGHW B XNJTW,NA,qal,wayq,W JRD >LJW B CBV,NA,>LJW,>L,to him / it,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397544,BW>[,MT,1_Chronicles,11,25,B>,MN H CLWCJM HNW NKBD HW> W >L H CLWCH L> B> W JFJMHW DWJD <L MCM<TW,NA,qal,perf,W >L H CLWCH L> B>,NA,>L H CLWCH,>L H CLC/,to the three,0,prep,group,anim,det,subs,simple,fictive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397731,BW>[,MT,1_Chronicles,12,1,B>JM,W >LH H B>JM >L DWJD L YJQLG <WD <YWR M PNJ C>WL BN QJC W HMH B GBWRJM <ZRJ H MLXMH,NA,qal,ptca,H B>JM >L DWJD L YJQLG,NA,>L DWJD,>L DWD==/,to David,0,prep,person,anim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397731,BW>[,MT,1_Chronicles,12,1,B>JM,W >LH H B>JM >L DWJD L YJQLG <WD <YWR M PNJ C>WL BN QJC W HMH B GBWRJM <ZRJ H MLXMH,NA,qal,ptca,H B>JM >L DWJD L YJQLG,NA,L YJQLG,L YQLG/,to Ziklag,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397950,BRX[,MT,1_Chronicles,12,16,JBRJXW,>LH HM >CR <BRW >T H JRDN B XDC H R>CWN W HW> MML> <L KL GDJTJW W JBRJXW >T KL H <MQJM L MZRX W L M<RB,NA,hif,wayq,W JBRJXW >T KL H <MQJM L MZRX W L M<RB,NA,L MZRX W L M<RB,L H MZRX/ W L H M<RB/,to the sunrise and to the sunset,0,prep,direction,inanim,det,subs,complex,factive,goal,L,L,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397963,BW>[,MT,1_Chronicles,12,17,JB>W,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,NA,qal,wayq,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,MN BNJ BNJMN W JHWDH,<D L MYD,<D L H MYD/,to the stronghold,0,prep,place,inanim,det,subs,simple,factive,goal,<D,L,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397963,BW>[,MT,1_Chronicles,12,17,JB>W,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,NA,qal,wayq,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,MN BNJ BNJMN W JHWDH,L DWJD,L DWD==/,to David,0,prep,person,anim,det,nmpr,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397976,JY>[,MT,1_Chronicles,12,18,JY>,W JY> DWJD L PNJHM W J<N W J>MR LHM >M L CLWM B>TM >LJ L <ZRNJ JHJH LJ <LJKM LBB L JXD W >M L RMWTNJ L YRJ B L> XMS B KPJ JR> >LHJ >BWTJNW W JWKX,NA,qal,wayq,W JY> DWJD L PNJHM,DWJD,L PNJHM,L PNH/,before them,0,prep,group,anim,det,prsf,simple,factive,goal,L PNH/,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
397988,BW>[,MT,1_Chronicles,12,18,B>TM,W JY> DWJD L PNJHM W J<N W J>MR LHM >M L CLWM B>TM >LJ L <ZRNJ JHJH LJ <LJKM LBB L JXD W >M L RMWTNJ L YRJ B L> XMS B KPJ JR> >LHJ >BWTJNW W JWKX,NA,qal,perf,>M L CLWM B>TM >LJ,NA,>LJ,>L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398050,NPL[,MT,1_Chronicles,12,20,NPLW,W M MNCH NPLW <L DWJD B B>W <M PLCTJM <L C>WL L MLXMH W L> <ZRM KJ B <YH CLXHW SRNJ PLCTJM L >MR B R>CJNW JPWL >L >DNJW C>WL,NA,qal,perf,W M MNCH NPLW <L DWJD,M MNCH,<L DWJD,<L DWD==/,to/upon David,0,prep,person,anim,det,nmpr,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398054,BW>[,MT,1_Chronicles,12,20,B>W,W M MNCH NPLW <L DWJD B B>W <M PLCTJM <L C>WL L MLXMH W L> <ZRM KJ B <YH CLXHW SRNJ PLCTJM L >MR B R>CJNW JPWL >L >DNJW C>WL,NA,qal,infc,B B>W <M PLCTJM <L C>WL L MLXMH,NA,<L C>WL,<L C>WL=/,to/against Saul,0,prep,person,anim,det,nmpr,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398075,NPL[,MT,1_Chronicles,12,20,JPWL,W M MNCH NPLW <L DWJD B B>W <M PLCTJM <L C>WL L MLXMH W L> <ZRM KJ B <YH CLXHW SRNJ PLCTJM L >MR B R>CJNW JPWL >L >DNJW C>WL,NA,qal,impf,B R>CJNW JPWL >L >DNJW C>WL,NA,>L >DNJW C>WL,>L >DWN/ C>WL=/,to his master Saul,0,prep,person,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398080,HLK[,MT,1_Chronicles,12,21,LKTW,B LKTW >L YJQLG NPLW <LJW M MNCH <DNX W JWZBD W JDJ<>L W MJK>L W JWZBD W >LJHW> W YLTJ R>CJ H >LPJM >CR L MNCH,NA,qal,infc,B LKTW >L YJQLG,NA,>L YJQLG,>L YQLG/,to Ziklag,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398130,BW>[,MT,1_Chronicles,12,23,JB>W,KJ L <T JWM B JWM JB>W <L DWJD L <ZRW <D L MXNH GDWL K MXNH >LHJM,NA,qal,impf,KJ L <T JWM B JWM JB>W <L DWJD <D L MXNH GDWL K MXNH >LHJM,NA,<L DWJD,<L DWD==/,to/upon David,0,prep,person,anim,det,nmpr,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398151,BW>[,MT,1_Chronicles,12,24,B>W,W >LH MSPRJ R>CJ H XLWY L YB> B>W <L DWJD XBRWNH L HSB MLKWT C>WL >LJW K PJ JHWH,NA,qal,perf,B>W <L DWJD XBRWNH,NA,<L DWJD,<L DWD==/,to/upon David,0,prep,person,anim,det,nmpr,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398151,BW>[,MT,1_Chronicles,12,24,B>W,W >LH MSPRJ R>CJ H XLWY L YB> B>W <L DWJD XBRWNH L HSB MLKWT C>WL >LJW K PJ JHWH,NA,qal,perf,B>W <L DWJD XBRWNH,NA,XBRWNH,XBRWN=/,to Hebron,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,non-prepositional
398156,SBB[,MT,1_Chronicles,12,24,HSB,W >LH MSPRJ R>CJ H XLWY L YB> B>W <L DWJD XBRWNH L HSB MLKWT C>WL >LJW K PJ JHWH,NA,hif,infc,L HSB MLKWT C>WL >LJW K PJ JHWH,NA,>LJW,>L,to him / it,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398385,BW>[,MT,1_Chronicles,12,39,B>W,KL >LH >NCJ MLXMH <DRJ M<RKH B LBB CLM B>W XBRWNH L HMLJK >T DWJD <L KL JFR>L W GM KL CRJT JFR>L LB >XD L HMLJK >T DWJD,NA,qal,perf,B LBB CLM B>W XBRWNH,NA,XBRWNH,XBRWN=/,to Hebron,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,non-prepositional
398517,SBB[,MT,1_Chronicles,13,3,NSBH,W NSBH >T >RWN >LHJNW >LJNW KJ L> DRCNHW B JMJ C>WL,NA,hif,impf,W NSBH >T >RWN >LHJNW >LJNW,NA,>LJNW,>L,to us,0,prep,group,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398568,<LH[,MT,1_Chronicles,13,6,J<L,W J<L DWJD W KL JFR>L B<LTH >L QRJT_J<RJM >CR L JHWDH L H<LWT M CM >T >RWN H >LHJM JHWH JWCB H KRWBJM >CR NQR> CM,NA,qal,wayq,W J<L DWJD W KL JFR>L B<LTH >L QRJT_J<RJM,DWJD W KL JFR>L,B<LTH >L QRJT_J<RJM,B<LH=/ >L QRJT_J<RJM/,to Baalah to Kiriath-Jearim,1,dir-he,toponym,inanim,det,nmpr,complex,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,non-prepositional
398646,BW>[,MT,1_Chronicles,13,9,JB>W,W JB>W <D GRN KJDN W JCLX <Z> >T JDW L >XZ >T H >RWN KJ CMVW H BQR,NA,qal,wayq,W JB>W <D GRN KJDN,NA,<D GRN KJDN,<D GRN/ KJDN/,to the threshing-floor of Chidon,0,prep,place,inanim,det,subs,complex,factive,goal,<D,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398722,BW>[,MT,1_Chronicles,13,12,>BJ>,W JJR> DWJD >T H >LHJM B JWM H HW> L >MR HJK >BJ> >LJ >T >RWN H >LHJM,NA,hif,impf,HJK >BJ> >LJ >T >RWN H >LHJM,NA,>LJ,>L,to me,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398730,SWR[,MT,1_Chronicles,13,13,HSJR,W L> HSJR DWJD >T H >RWN >LJW >L <JR DWJD W JVHW >L BJT <BD_>DM H GTJ,NA,hif,perf,W L> HSJR DWJD >T H >RWN >LJW >L <JR DWJD,DWJD,>LJW,>L,to him / it,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398730,SWR[,MT,1_Chronicles,13,13,HSJR,W L> HSJR DWJD >T H >RWN >LJW >L <JR DWJD W JVHW >L BJT <BD_>DM H GTJ,NA,hif,perf,W L> HSJR DWJD >T H >RWN >LJW >L <JR DWJD,DWJD,>L <JR DWJD,>L <JR/ DWD==/,to the city of David,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398880,JY>[,MT,1_Chronicles,14,8,JY>,W JCM<W PLCTJM KJ NMCX DWJD L MLK <L KL JFR>L W J<LW KL PLCTJM L BQC >T DWJD W JCM< DWJD W JY> L PNJHM,NA,qal,wayq,W JY> L PNJHM,NA,L PNJHM,L PNH/,before them,0,prep,group,anim,det,prsf,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398899,<LH[,MT,1_Chronicles,14,10,><LH,W JC>L DWJD B >LHJM L >MR H ><LH <L PLCTJJM W NTTM B JDJ W J>MR LW JHWH <LH W NTTJM B JDK,NA,qal,impf,H ><LH <L PLCTJJM,NA,<L PLCTJJM,<L PLCTJ/,against the Philistines,0,prep,group,anim,det,subs,simple,factive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398916,<LH[,MT,1_Chronicles,14,11,J<LW,W J<LW B B<L_PRYJM W JKM CM DWJD W J>MR DWJD PRY H >LHJM >T >WJBJ B JDJ K PRY MJM <L KN QR>W CM H MQWM H HW> B<L_PRYJM,NA,qal,wayq,W J<LW B B<L_PRYJM,NA,B B<L_PRYJM,B B<L_PRYJM/,to Baal-Perazim,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
398985,BW>[,MT,1_Chronicles,14,14,B>T,W JC>L <WD DWJD B >LHJM W J>MR LW H >LHJM L> T<LH >XRJHM HSB M <LJHM W B>T LHM M MWL H BK>JM,NA,qal,perf,W B>T LHM M MWL H BK>JM,NA,LHM,L,upon them,0,prep,group,anim,det,prsf,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
399004,JY>[,MT,1_Chronicles,14,15,TY>,W JHJ K CM<K >T QWL H Y<DH B R>CJ H BK>JM >Z TY> B MLXMH KJ JY> H >LHJM L PNJK L HKWT >T MXNH PLCTJM,NA,qal,impf,>Z TY> B MLXMH,NA,B MLXMH,B H MLXMH/,in the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
399038,JY>[,MT,1_Chronicles,14,17,JY>,W JY> CM DWJD B KL H >RYWT W JHWH NTN >T PXDW <L KL H GWJM,NA,qal,wayq,W JY> CM DWJD B KL H >RYWT,CM DWJD,B KL H >RYWT,B KL/ H >RY/,in all the lands,0,prep,place,inanim,det,subs,complex,fictive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
399101,QHL[,MT,1_Chronicles,15,3,JQHL,W JQHL DWJD >T KL JFR>L >L JRWCLM L H<LWT >T >RWN JHWH >L MQWMW >CR HKJN LW,NA,hif,wayq,W JQHL DWJD >T KL JFR>L >L JRWCLM,DWJD,>L JRWCLM,>L JRWCLM/,to Jerusalem,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
399109,<LH[,MT,1_Chronicles,15,3,H<LWT,W JQHL DWJD >T KL JFR>L >L JRWCLM L H<LWT >T >RWN JHWH >L MQWMW >CR HKJN LW,NA,hif,infc,L H<LWT >T >RWN JHWH >L MQWMW,NA,>L MQWMW,>L MQWM/,to his place,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
399584,BW>[,MT,1_Chronicles,15,29,B>,W JHJ >RWN BRJT JHWH B> <D <JR DWJD W MJKL BT C>WL NCQPH B<D H XLWN W TR> >T H MLK DWJD MRQD W MFXQ W TBZ LW B LBH,NA,qal,perf,>RWN BRJT JHWH B> <D <JR DWJD,>RWN BRJT JHWH,<D <JR DWJD,<D <JR/ DWD==/,to the city of David,0,prep,place,inanim,det,subs,complex,factive,goal,<D,NA,NA,NA,NA,NA,NA,NA,NA,1_Chronicles_MT,prepositional
