verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition
7326,CWB,1QH,1QH,21,50,>CJBH,W >CJBH L MBL<J DBR W L MCTWXJXJ B J TWKXT,,hif,impf,W >CJBH L MBL<J DBR,,L MBL<J,L BL< J,to the ones who (want to) destroy me,0,prep,person,anim,det,subs,complex,posture/not motion,goal/recipient,L,,,,,,,,col 17 8
7660,XSH,1QH,1QH,21,77,>XSJH,B KH >XSJH M KWL MK>WB,,hif,impf,B KH >XSJH M KWL MK>WB,,B KH,B K,in you,0,prep,person,anim,det,prsf,simple,fictive,location,B,,,,,,,,col 17 28-29
7933,CWB,1QH,1QH,22,13,>CJB,W >JKH >CJB B LW> HFKLT NJ,,hif,impf,W >JKH >CJB,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 18 7
8317,BW>,1QH,1QH,22,41,TBW>,W NHMT J <D THWM TBW> W B XDRJ C>WL TXPC JXD,,qal,impf,W NHMT J <D THWM TBW>,NHMT J,<D THWM,<D THWM,to an abyss,0,prep,place,inanim,und,subs,simple,fictive,goal,<D,,,,,,,,col 18 33
8633,GLH,1QH,1QH,23,15,GLJTH,W B HPL> KJ HWD<T NJ SWD >MT W B RZJ PL> HFKLT NJ W HBJNWT NJ B NPL>WTJ KH W NSTRWTJ KH GLJTH L J W >BJV B J XSD,,qal,perf,W NSTRWTJ KH GLJTH L J,,L J,L J,to me,0,prep,person,anim,det,prsf,simple,posture/not motion,goal/recipient,L,,,,,,,,col 19 17
8691,BW>,1QH,1QH,23,19,JBW>W,W JBW>W B LBB J W JG<W B <YMJ L JM W L HGWT HGJ JGWN W >NXH B KNWR QJNH L KWL >BL JGWN W MSPD MRWRJM <D KLWT <WLH W >JN MK>WB W >JN NG< L HXLWT,,qal,impf,W JBW>W B LBB J,,B LBB J,B LBB J,in my heart,0,prep,body part,inanim,det,subs,complex,fictive,goal,B,,,,,,,,col 19 21
8961,NPL,1QH,1QH,24,1,HTNPL,L WDWT W TPLH L HTNPL W HTXNN TMJD M QY L QY,,hit,infc,L HTNPL,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 4
9173,CWB,1QH,1QH,24,15,CJB,W >JN YDJQ <M KH KH W L HFKJL B KWL RZJ KH W L CJB DBR B TWKXT KH W L VWB KH JYPW,,hif,infc,W L CJB DBR,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 20
9203,NGC,1QH,1QH,24,18,HGCT,KJ> K FKL M HGCT M W L PJ MMCLT M JCRTW KH L MPLGJ HM LW> CWB MM KH W LW> L <BWR <L DBR KH,,hif,perf,[KJ>] K FKL M HGCT M,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 22-23
9222,<BR,1QH,1QH,24,18,<BWR,KJ> K FKL M HGCT M W L PJ MMCLT M JCRTW KH L MPLGJ HM LW> CWB MM KH W LW> L <BWR <L DBR KH,,qal,infc,L <BWR <L DBR KH,,<L DBR KH,<L DBR K,over your word,0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,<L,,,,,,,,col 20 24
9265,CWB,1QH,1QH,24,21,JCJB,W MH JCJB <PR W >PR H JBJN <CJW,,hif,impf,W MH JCJB <PR W >PR,<PR W >PR,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 27
9311,CWB,1QH,1QH,24,25,HCJB,W >JN L HCJB DBR <L BWKXT KH,,hif,infc,L HCJB [DBR] <L BWKXT KH,,<L BWKXT KH,<L TWKXH K,to your rebuke,0,prep,other,inanim,det,subs,complex,posture/not motion,other,<L,,,,,,,,col 20 30-31
9366,GLH,1QH,1QH,24,33,GLJTH,W MH >D B LW> GLJTH LB J,,qal,perf,B LW> GLJTH LB J,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 20 34
9415,GLH,1QH,1QH,24,38,GLJTH,PC< JLWD >CH JKH W YDQT KH > K >KJ B W> R>JTJ ZWT H >BJV B LW> GLJTH <JNJ W >CM<H HCM BBJ,,qal,perf,B LW> GLJTH <JNJ,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 21 4
9474,BW>,1QH,1QH,24,44,HBJ>WTH,W HBJ>WTH B BRJT <M KH W TGL LB <PR L HCMR LW M PXJ MCPV L <WMT RXMJ KH,,hif,perf,HBJ>WTH B BRJT <M KH,,B BRJT,B BRJT,in a covenant,0,prep,abstract,inanim,und,subs,simple,fictive,goal,B,,,,,,,,col 21 9
9522,BW>,1QH,1QH,24,48,HBJ>,W HCBTH L HBJ> B BRJT <M KH W L <MWD B MKWN <WLM L >WR >WRTJM <D NYX,,hif,infc,L HBJ> B BRJT <M KH,,B BRJT,B BRJT,in a covenant,0,prep,abstract,inanim,und,subs,simple,fictive,goal,B,,,,,,,,col 21 13
9539,NWS,1QH,1QH,24,49,NS,W NS XWCK WT L L >JN SWP W QYJ CLWM L >JN XQR,,qal,perf,W NS XWCK,XWCK,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,,col 20 15
9587,HLK,1QH,1QH,24,52,THLKW,THLKW P<MJ <L MVWNJ PXJ H W MPRFJ RCT W <RMT,,qal,impf,[THLKW P<MJ] <L MVWNJ PXJ H W MPRFJ R[CT W <RMT],[P<MJ],<L MVWNJ PXJ H W MPRFJ R[CT W <RMT],<L MVMN PX H= W MPRF RCT W <RMH=,over ones hiding its traps and hold [...],0,prep,other,anim,und,subs,complex,posture/not motion,other,<L,,,,,,reconstructed,,col 21 4
9607,NTK,1QH,1QH,24,53,TK,>CMR B JYR <PR M HTPRR W M TK DWNG BH W MQWJ >PR,,qal,infc,W M TK DWNG,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 21 5
9817,CWB,1QH,1QH,24,68,TCJB,KJ> >JC W TCJB HW W B MH JT HC TH <YMTH P B JC L LW> MQWH,,hif,impf,W TCJB HW,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 22 top 15
9879,GLH,1QH,1QH,24,72,GLJTH,W <L MCMRT M J W NDJBJM LW> K KJ> TG<R B KWL FVN MCXJT WMRY L J M >Z KWNNTJ L BH W >TH GLJTH >WZN J,,qal,perf,W >TH GLJTH >WZN J,>TH,no complement,no complement,,,,,,,,,,,,,,,,,,,col 21 bottom 7
9884,BW>,1QH,1QH,24,73,JBW>,K LW> JBW> KJ >W >NWCJ BRJT PWTW B M,,qal,impf,[LW> JBW>],,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,,col 22 bottom 7-8
9893,BW>,1QH,1QH,24,74,JBW>,W JBW> B MBNJT J W TKMJ KXWT L PNJ KH,,qal,impf,W JBW>,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 22 bottom 8
9943,GLH,1QH,1QH,24,78,TGL,MH JBJ B KJ> >TH >L J PTXTH LBB J L BJNT KH W TGL >WZN J W L HC<N <L VWB KH,,qal,impf,W TGL >WZN J,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 22 bottom 12
10033,GLH,1QH,1QH,25,2,TGL,KJ> >T KH >WR L W TGL >WZN <PR T WL MZMH >CR HW > < W T>MN H B >WZN <BD KH <D <WLM CMW<WT PL> KH L HWPJ< L <JNJ KWL CWM<J B JMJN <WZ KH L NHL KWL M B KWX GBWRT KH JHLL CM KH W JTGBR B KBWD KH,,qal,impf,W TGL >WZN <PR,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 top 4
10082,CWB,1QH,1QH,25,3,TCB,>L TCB JD KH M L HJWT L W MTXZQ B BRJT KH W <WMD L PNJ KH B,,hif,impf,>L TCB JD KH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 top 9
10317,GLH,1QH,1QH,25,19,GLJTH,KJ> W M>WR GLJTH W LW> L HCJB WDCKH HNJPWTH L KPR >CMH MCRTJM <M YB> KH W MTHLKJM BWT M L PNJ KH,,qal,perf,W M>WR GLJTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 bottom 12
10321,CWB,1QH,1QH,25,19,HCJB,KJ> W M>WR GLJTH W LW> L HCJB WDCKH HNJPWTH L KPR >CMH MCRTJM <M YB> KH W MTHLKJM BWT M L PNJ KH,,hif,infc,L HCJB,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 23 bottom 12
10504,GLH,1QH,1QH,25,26,GLJTH,YDQH W< B L CXT B <T <WWNWT M KWL FVN W MCXJT B RCT M W L CLX M GWJ JKH RC< >JC ZJDN B MRBJ M<L W B NGJ<JM W B MCPVJM L BJM B BSR KJ KWL RWXWT MMZRJM L HRCJ< B BFR WM HRCJ<W B XJJ HM WK L KN RWX M L HRCJ< <L L PL> RZJ KH GLJTH LB J >NJ L BFR,,qal,perf,PL> RZJ KH GLJTH LB[ J],,LB[ J],LB J,,0,vc,,,det,subs,complex,,,,,,,,,reconstructed,,col 24 bottom 5
10636,GLH,1QH,1QH,25,33,GLJTH,W >WZN BFR GLJTH W L >NWC B MZMT LB KH W QY T<WDH HFKLTH L BFR,,qal,perf,W >WZN BFR GLJTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 25 top 10
10767,BW>,1QH,1QH,26,8,JBW>,JBW>,,qal,impf,JBW>,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 26 top 7
10782,GLH,1QH,1QH,26,18,GLWT,RZJM W L GLWT NSTRWT LH PJL NW<DT RWM G>JM,,qal,infc,W L GLWT NSTRWT,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 26 top 15
10844,CWB,1QH,1QH,26,37,HCJB,L HCJB DBR K PJ KH W LRY H B,,hif,infc,L HCJB DBR K PJ KH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 24 bottom 12
11088,JY>,1QM,1QM,1,6,JY>,W B QY W JY> B XMH GDWLH L HLXM B MLKJ H YPWN W >P W L HCMJD W L HKRJT >T QRN,,qal,impf,W B QY W JY> B XMH GDWLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 4
11136,NPL,1QM,1QM,1,9,NPL,W NPL >CWR W >JN <WZR L W,,qal,perf,W NPL >CWR,>CWR,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 6
11144,SWR,1QM,1QM,1,10,SRH,W SRH MMCLT KTJJM L HKNJ< RC<H L >JN C>RJT,,qal,perf,W SRH MMCLT KTJJM,MMCLT KTJJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 6
11168,HLK,1QM,1QM,1,12,HLWK,W BNJ YDQ J>JRW L KWL QYWWT TBL HLWK W >WR <D TWM KWL MW<DJ XWCK,,qal,infc,HLWK,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 8
11204,NPL,1QM,1QM,1,14,NPWL,W B JWM NPWL B W KTJJM QRB W NXCJR XZQ L PNJ >L JFR>L KJ> HW>H JWM J<WD L W M >Z L MLXMT KLH L BNJ XWCK,,qal,infc,NPWL B W KTJJM,KTJJM,B W,B W=,in it,0,prep,other,inanim,det,prsf,simple,posture/not motion,other,B,,,,,,,,col 1 9
11232,QRB,1QM,1QM,1,15,JTQRBW,B W JTQRBW L NXCJR GDWL <DT >LJM W QHLT >NCJM,,hit,impf,B W JTQRBW L NXCJR GDWL <DT >LJM W QHLT >NCJM,<DT >LJM W QHLT >NCJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 1 10-11
11561,JY>,1QM,1QM,2,11,Y>T,M KWL CBVJ JFR>L JXLWYW L HM >NCJ XJL L Y>T L YB> K PJ T<WDWT H MLXMH CNH B CNH,,qal,infc,L Y>T,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 2 8
11580,JY>,1QM,1QM,2,12,Y>T,W B CNJ H CMVJM LW> JXLWYW L Y>T L YB> KJ> CBT MNWX HJ>H L JFR>L,,qal,infc,L Y>T,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 2 8
11768,JY>,1QM,1QM,3,3,Y>T,SDRJ H MLXMH W XYWYRWT MQR> M B HPTX C<RJ H MLXMH L Y>T >NCJ H BNJM W XYWYRWT TRW<WT H XLLJM W XYWYRWT H M>RB W XYWYRWT H MRDP B HNGP >WJB W XYWYRWT H M>SP B CWB H MLXMH,,qal,infc,L Y>T >NCJ H BNJM,>NCJ H BNJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 1
11793,CWB,1QM,1QM,3,3,CWB,SDRJ H MLXMH W XYWYRWT MQR> M B HPTX C<RJ H MLXMH L Y>T >NCJ H BNJM W XYWYRWT TRW<WT H XLLJM W XYWYRWT H M>RB W XYWYRWT H MRDP B HNGP >WJB W XYWYRWT H M>SP B CWB H MLXMH,,qal,infc,B CWB H MLXMH,,H MLXMH,H MLXMH,of the battle,0,vc,occupation,inanim,det,subs,simple,factive,source,,,,,,,,,col 3 2
11868,NWS,1QM,1QM,3,9,HNJS,W <L XYWYRWT MS<J HM JKTWBW GBWRWT >L L HPJY >WJB W L HNJS KWL MFN>J YDQ W MCWB XSDJM B MFN>J >L,,hif,infc,W L HNJS KWL,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 5-6
11909,JY>,1QM,1QM,3,11,Y>T,W <L XYWYRWT MQR> >NCJ H BNJM B HPTX C<RJ H MLXMH L Y>T L M<RKT H >WJB JKTWBW ZKRWN NQM B MW<D >L,,qal,infc,L Y>T L M<RKT H >WJB,,L M<RKT H >WJB,L M<RKH H >JB,to the enemy line,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 3 7
11933,NPL,1QM,1QM,3,12,HPJL,W <L XYWYRWT H XLLJM JKTWBW JD GBWRT >L B MLXMH L HPJL KWL XLLJ M<L,,hif,infc,L HPJL KWL XLLJ M<L,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 8
11960,CWB,1QM,1QM,3,14,JCJB,W <L XYWYRWT H MRDP JKTWBW NGP >L KWL BNJ XWCK LW> JCJB >P W <D KLWT M,,hif,impf,LW> JCJB >P W,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 3 9
11974,BW>,1QM,1QM,3,15,BW>,W B CWB M MN H MLXMH L BW> H M<RKH JKTWBW <L XYWYRWT H MCWB >SP >L,,qal,infc,L BW> H M<RKH,,H M<RKH,H M<RKH,to the line,0,vc,place,inanim,det,subs,simple,factive,goal,,,,,,,,,col 3 10
11995,BW>,1QM,1QM,3,16,BW>,W <L XYWYRWT DRK H MCWB M MLXMT H >WJB L BW> >L H <DH JRWCLJM JKTWBW GJLWT >L B MCWB CLWM,,qal,infc,L BW> >L H <DH JRWCLJM,,>L H <DH JRWCLJM,>L H <DH JRWCLM,to the congregation of Jerusalem,0,prep,group,anim,det,subs,complex,factive,goal,>L,,,,,,,,col 3 11
12209,HLK,1QM,1QM,4,13,LKT,W B LKT M L MLXMH JKTWBW <L >WTWT M >MT >L YDQ >L KBWD >L MCPV >L W >XRJ HM KWL SRK PRWC CMWT M,,qal,infc,B LKT M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 6
12236,NGC,1QM,1QM,4,14,GCT,W B GCT M L MLXMH JKTWBW <L >WTWT M JMJN >L MW<D >L MHWMT >L XLLJ >L W >XRJ HM KWL PRWC CMWT M,,qal,infc,B GCT M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 7
12289,JY>,1QM,1QM,4,17,Y>T,B Y>T M L MLXMH JKTBW <L >WT H R>JCWNH <DT >L,,qal,infc,B Y>T M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 9
12348,NGC,1QM,1QM,4,26,GCT,W B GCT M L MLXMH JKTWBW <L >WTWT M MLXMT >L NQMT >L RJB >L GMWL >L KWX >L CLWMJ >L GBWRT >L KLT >L B KWL GWJ HBL,,qal,infc,B GCT M L MLXMH,M,L MLXMH,L H MLXMH,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 4 11
12782,CWB,1QM,1QM,5,24,CBW,CB< P<MJM W CBW L M<MD M,,qal,perf,W CBW L M<MD M,,L M<MD M,L M<MD M,to their position,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 6 1
12789,JY>,1QM,1QM,5,25,JY>W,W >XRJ HM JY>W CLWCH DGLJ BJNJM W <MDW BJN H M<RKWT,,qal,impf,W >XRJ HM JY>W CLWCH DGLJ BJNJM,CLWCH DGLJ BJNJM,>XRJ HM,>XR HM,after them,0,prep,group,anim,det,subs,complex,factive,other,>XR/,,,,,,,,col 6 1
12831,NPL,1QM,1QM,5,28,HPJL,W <L H CLV H CNJ JKTWBW ZJQJ DM L HPJL XLLJM B >P >L,,hif,infc,L HPJL XLLJM B >P >L,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 6 3
12857,CWB,1QM,1QM,5,30,CBW,KWL >LH JVJLW CB< P<MJM W CBW L M<MD M,,qal,perf,W CBW L M<MD M,,L M<MD M,L M<MD M,to their position,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 6 4
12864,JY>,1QM,1QM,5,31,JY>W,W >XRJ HM JY>W CNJ DGLJ BJNJM W <MDW BJN CTJ H M<RKWT,,qal,impf,W >XRJ HM JY>W CNJ DGLJ BJNJM,CNJ DGLJ BJNJM,>XRJ HM,>XR HM,after them,0,prep,group,anim,det,subs,complex,factive,other,>XR/,,,,,,,,col 6 4
12892,NPL,1QM,1QM,5,33,HPJL,W H DGL H CNJ MXZJQJ MGN W KJDN L HPJL XLLJM B MCPV >L W L HKNJ< M<RKT >WJB B GBWRT >L L CLM GMWL R<T M L KWL GWJ HBL,,hif,infc,L HPJL XLLJM B MCPV >L,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 6 5
12968,JY>,1QM,1QM,5,37,JY>W,M>TJM PRCJM JY>W <M >LP M<RKT >NCJ H BJNJM W KN J<MWDW L KWL <BRJ H MXNH H KWL CC M>WT W >RB<T >LPJM,,qal,impf,M>TJM PRCJM JY>W <M >LP M<RKT >NCJ H BJNJM,M>TJM PRCJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 6 9
13227,BW>,1QM,1QM,5,50,JBW>W,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M B Y>T M M JRWCLJM L LKT L MLXMH <D CWB M,,qal,impf,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M,KWL N<R Z<VWV W >CH,L MXNWT M,L MXNH M,in the encampment,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 7 3
13237,HLK,1QM,1QM,5,50,LKT,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M B Y>T M M JRWCLJM L LKT L MLXMH <D CWB M,,qal,infc,L LKT L MLXMH,,L MLXMH,L H MLXMH,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 7 4
13242,CWB,1QM,1QM,5,50,CWB,W KWL N<R Z<VWV W >CH LW> JBW>W L MXNWT M B Y>T M M JRWCLJM L LKT L MLXMH <D CWB M,,qal,infc,<D CWB M,M,no complement,no complement,,,,,,,,,,,,,,,,,,,col 7 4
13269,HLK,1QM,1QM,5,51,JLKW,W KWL PSX >W <WR >W XGR >W >JC >CR MWM <WLM B BFR W >W >JC MNWG< B VM>T BFR W KWL >LH LW> JLKW >T M L MLXMH,,qal,impf,KWL >LH LW> JLKW >T M L MLXMH,KWL >LH,L MLXMH,L H MLXMH,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 7 5
13306,JRD,1QM,1QM,5,53,JRD,W KWL >JC >CR LW> JHJH VHWR M MQWR W B JWM H MLXMH LW> JRD >T M KJ> ML>KJ QWDC <M YB>WT M JXD,,qal,impf,W KWL >JC LW> JRD >T M,KWL >JC,no complement,no complement,,,,,,,,,,,,,,,,,,,col 7 5-6
13356,JY>,1QM,1QM,6,1,JY>W,W B SDR M<RKWT H MLXMH L QR>T >WJB M<RKH L QR>T M<RKH W JY>W MN H C<R H TJKWN >L BJN H M<RKWT CB<H KWHNJM M BNJ >HRWN LWBCJM BGDJ CC LBN KTWNT BD W MKNSJ BD W XWGRJM B >BNV BD CC MCWZR TKLT W >RGMN W TWL<T CNJ W YWRT RJQMH M<FH XWCB W PRJ MGB<WT B R>CJ HM BGDJ MLXMH W >L H MQDC LW> JBJ>W M,,qal,impf,W JY>W MN H C<R H TJKWN >L BJN H M<RKWT CB<H KWHNJM M BNJ >HRWN,CB<H KWHNJM M BNJ >HRWN,>L BJN H M<RKWT,>L BJN H M<RKH,(to) between the lines,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,col 7 8-9
13411,BW>,1QM,1QM,6,1,JBJ>W,W B SDR M<RKWT H MLXMH L QR>T >WJB M<RKH L QR>T M<RKH W JY>W MN H C<R H TJKWN >L BJN H M<RKWT CB<H KWHNJM M BNJ >HRWN LWBCJM BGDJ CC LBN KTWNT BD W MKNSJ BD W XWGRJM B >BNV BD CC MCWZR TKLT W >RGMN W TWL<T CNJ W YWRT RJQMH M<FH XWCB W PRJ MGB<WT B R>CJ HM BGDJ MLXMH W >L H MQDC LW> JBJ>W M,,hif,impf,W >L H MQDC LW> JBJ>W M,,>L H MQDC,>L H MQDC,to the sanctuary,0,prep,place,inanim,det,subs,simple,factive,goal,>L,,,,,,,,col 7 11-12
13459,JY>,1QM,1QM,6,4,Y>T,W B Y>T H KWHNJM >L BJN H M<RKWT JY>W <M HMH CB<H LWJJM W B JD M CB<T CWPRWT H JWBL,,qal,infc,B Y>T H KWHNJM >L BJN H M<RKWT,H KWHNJM,>L BJN H M<RKWT,>L BJN H M<RKH,(to) between the lines,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,col 7 13-14
13466,JY>,1QM,1QM,6,4,JY>W,W B Y>T H KWHNJM >L BJN H M<RKWT JY>W <M HMH CB<H LWJJM W B JD M CB<T CWPRWT H JWBL,,qal,impf,W JY>W <M HMH CB<H LWJJM,CB<H LWJJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 7 14
13524,JY>,1QM,1QM,6,8,JY>W,W <M KWL M<RKH W M<RKH JY>W K KWL H SRK >NCJ BJNJM MN H C<RJM DW BJN CTJ H M<RKWT W H MLXMH,,qal,impf,W <M KWL M<RKH W M<RKH JY>W K KWL H SRK,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 7 16-17
13570,BW>,1QM,1QM,6,11,B>W,W >XR JTQ<W L HM H KWHNJM B XYWYRWT H MCWB W B>W L JD H M<RKH H R>JCWNH L HTJYB <L M<MD M,,qal,perf,W B>W L JD H M<RKH H R>JCWNH,,L JD H M<RKH H R>JCWNH,L JD H M<RKH H R>CWN,to the flank of the first line,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 8 2-3
13711,JY>,1QM,1QM,6,18,JY>W,W <M QWL H TRW<H JY>W ZRQWT H MLXMH L HPJL XLLJM,,qal,impf,W <M QWL H TRW<H JY>W ZRQWT H MLXMH,ZRQWT H MLXMH,no complement,no complement,,,,,,,,,,,,,,,,,,,col 8 10-11
13716,NPL,1QM,1QM,6,18,HPJL,W <M QWL H TRW<H JY>W ZRQWT H MLXMH L HPJL XLLJM,,hif,infc,L HPJL XLLJM,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 8 11
13807,NPL,1QM,1QM,6,25,HPJL,JXLW JD M L HPJL B XLLJM W KWL H <M JXCW M QWL H TRW<H,,hif,infc,L HPJL B XLLJM,,B XLLJM,B XLL=,to slained ones,0,prep,group,anim,und,subs,simple,vertical,goal,B,,,,,,,,col 9 1
13837,SBB,1QM,1QM,6,26,HSBW,W H KWHNJM JHJW MRJ<JM B XYWYRWT H XLLJM L NYX H MLXMH <D HNGP H >WJB W HSBW <WRP M,,hif,perf,W HSBW <WRP M,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 9 2
13862,JY>,1QM,1QM,6,27,JY>W,W H KWHNJM MRJ<JM L NYX MLXMH W B HNGP M L PNJ HM JTQ<W H KWHNJM B XYWYRWT H MQR> W JY>W >LJ HM KWL >NCJ H BJNJM M TWK M<RKWT H PNJM,,qal,perf,W JY>W >LJ HM KWL >NCJ H BJNJM M TWK M<RKWT H PNJM,KWL >NCJ H BJNJM,>LJ HM,>L HM,toward them,0,prep,group,anim,det,prsf,simple,factive,goal,>L,,,,,,,,col 9 4-5
13941,NPL,1QM,1QM,6,32,NPWL,W B NPWL H XLLJM JHJW H KWHNJM MRJ<JM M RXWQ W LW> JBW>W >L TWK H XLLJM L HTG>L B DM VM>T M KJ> QDWCJM HMH,,qal,infc,B NPWL H XLLJM,H XLLJM,no complement,no complement,,,,,,,,,,,,,,,,,,,col 9 7
13952,BW>,1QM,1QM,6,32,JBW>W,W B NPWL H XLLJM JHJW H KWHNJM MRJ<JM M RXWQ W LW> JBW>W >L TWK H XLLJM L HTG>L B DM VM>T M KJ> QDWCJM HMH,,qal,impf,W LW> JBW>W >L TWK H XLLJM,,>L TWK H XLLJM,>L TWK H XLL=,to the midst of the lines,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,col 9 7-8
14043,SBB,1QM,1QM,6,38,JSBW,K JSBW H MGDL L CLWCT RWXWT H PNJM MGNJM CLWC M>WT,,qal,impf,JSBW H MGDL L CLWCT RWXWT H PNJM MGNJM CLWC M>WT,,L CLWCT RWXWT H PNJM,L CLC RWX== H PNH,to/on its three forward faces,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,,col 9 13-14
14141,QRB,1QM,1QM,7,3,QRB,W JLMD NW M >Z L DWRWTJ NW L >MWR B QRB KM L MLXMH W <MD H KWHN W DBR >L H <M L >MWR CM<H JFR>L >TMH QRBJM H JWM L MLXMH <L >WJBJ KMH,,qal,infc,B QRB KM L MLXMH,KM,L MLXMH,L H MLXMH,to the battle,0,prep,occupation,inanim,det,subs,simple,factive,goal,L,,,,,,,,col 10 2
14220,CWB,1QM,1QM,7,6,CWB,W CWVRJ NW JDBRW L KWL <TWDJ H MLXMH NDJBJ LB L HXZJQ B GBWRT >L W L CWB KWL MSJ LBB W L XZJQ JXD B KWL GBWRJ XJL,,qal,infc,W L CWB KWL MSJ LBB,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 10 5-6
14241,BW>,1QM,1QM,7,7,TBW>,W >CR DBRTH B JD MWCH L >MWR KJ> TBW> MLXMH B >RY KMH <L H YR H YWRR >T KMH WHRJ<WT B XYWYRWT W NZKRTMH L PNJ >LWHJ KM W NWC<TM M >WJBJ KM,,qal,impf,KJ> TBW> MLXMH B >RY KMH <L H YR,MLXMH,B >RY KMH,B >RY KM,in your land,0,prep,place,inanim,det,subs,complex,factive,goal,B,,,,,,,,col 10 6-7
14597,NPL,1QM,1QM,7,24,HPJL,W B JD MCJXJ KH XWZJ T<WDWT HGDTH L NW QYJ MLXMWT JDJ KH L HKBD B >WJBJ NW L HPJL GDWDJ BLJ<L CB<T GWJ HBL B JD >BJWNJ PDWT KH X W B CLWM L GBWRT PL> W LB NMS L PTX TQWH,,hif,infc,L HPJL GDWDJ BLJ<L CB<T GWJ HBL B JD >BJWNJ,,B JD >BJWNJ,B JD >BJWN,in the hand of the poor ones,0,prep,body part,inanim,det,subs,complex,vertical,goal,B,,,,,,,,col 11 8-9
14647,CWB,1QM,1QM,7,26,TCWB,W NK>J RWX TB<JR K LPJD >C B <MJR >WKLT RC<H LW> TCWB <D KLWT >CMH,,qal,impf,LW> TCWB,,no complement,no complement,,,,,,,,,,,,,,,,,,,col 11 10
