chapter,verse_num,verse
4,30,"καὶ ἐλάλησεν Ἀαρὼν πάντα τὰ ρήματα ταῦτα, ἃ ἐλάλησεν ὁ Θεὸς πρὸς Μωυσῆν, καὶ ἐποίησε τὰ σημεῖα ἐναντίον τοῦ λαοῦ."
4,31,"καὶ ἐπίστευσεν ὁ λαὸς καὶ ἐχάρη, ὅτι ἐπεσκέψατο ὁ Θεὸς τοὺς υἱοὺς Ἰσραὴλ καὶ ὅτι εἶδεν αὐτῶν τὴν θλίψιν · κύψας δὲ ὁ λαὸς προσεκύνησε."
5,1,"καὶ μετὰ ταῦτα εἰσῆλθε Μωυσῆς καὶ Ἀαρὼν πρὸς Φαραὼ καὶ εἶπαν αὐτῷ · τάδε λέγει Κύριος ὁ Θεὸς Ἰσραήλ · ἐξαπόστειλον τὸν λαόν μου, ἵνα μοι ἑορτάσωσιν ἐν τῇ ἐρήμῳ."
5,2,"καὶ εἶπε Φαραώ · τίς ἐστιν οὗ εἰσακούσομαι τῆς φωνῆς αὐτοῦ, ὥστε ἐξαποστεῖλαι τοὺς υἱοὺς Ἰσραήλ; οὐκ οἶδα τὸν Κύριον καὶ τὸν Ἰσραὴλ οὐκ ἐξαποστέλλω."
5,3,"καὶ λέγουσιν αὐτῷ · ὁ Θεὸς τῶν Ἑβραίων προσκέκληται ἡμᾶς · πορευσόμεθα οὖν ὁδὸν τριῶν ἡμερῶν εἰς τὴν ἔρημον, ὅπως θύσωμεν Κυρίῳ τῷ Θεῷ ἡμῶν, μή ποτε συναντήσῃ ἡμῖν θάνατος ἢ φόνος."
5,4,καὶ εἶπεν αὐτοῖς ὁ βασιλεὺς Αἰγύπτου · ἱνατί Μωυσῆ καὶ Ἀαρὼν διαστρέφετε τὸν λαὸν ἀπὸ τῶν ἔργων; ἀπέλθατε ἕκαστος ὑμῶν πρὸς τὰ ἔργα αὐτοῦ.
5,5,καὶ εἶπε Φαραώ · ἰδοὺ νῦν πολυπληθεῖ ὁ λαός · μὴ οὖν καταπαύσωμεν αὐτοὺς ἀπὸ τῶν ἔργων.
5,6,συνέταξε δὲ Φαραὼ τοῖς ἐργοδιώκταις τοῦ λαοῦ καὶ τοῖς γραμματεῦσι λέγων ·
5,7,οὐκέτι προστεθήσεσθε διδόναι ἄχυρον τῷ λαῷ εἰς τὴν πλινθουργίαν καθάπερ χθὲς καὶ τρίτην ἡμέραν · E ἀλλ’ αὐτοὶ πορευέσθωσαν καὶ συναγαγέτωσαν ἑαυτοῖς ἄχυρα.
5,8,"καὶ τὴν σύνταξιν τῆς πλινθείας, ἧς αὐτοὶ ποιοῦσι, καθ’ ἑκάστην ἡμέραν ἐπιβαλεῖς αὐτοῖς, οὐκ ἀφελεῖς οὐδέν · σχολάζουσι γάρ · διὰ τοῦτο κεκράγασι λέγοντες · ἐγερθῶμεν καὶ θύσωμεν τῷ Θεῷ ἡμῶν."
5,9,"βαρυνέσθω τὰ ἔργα τῶν ἀνθρώπων τούτων, καὶ μεριμνάτωσαν ταῦτα καὶ μὴ μεριμνάτωσαν ἐν λόγοις κενοῖς."
5,10,κατέσπευδεν δὲ αὐτοὺς οἱ ἐργοδιῶκται καὶ οἱ γραμματεῖς καὶ ἔλεγον πρὸς τὸν λαὸν λέγοντες · τάδε λέγει Φαραώ · οὐκέτι δίδωμι ὑμῖν ἄχυρα ·
5,11,"αὐτοὶ ὑμεῖς πορευόμενοι συλλέγετε ἑαυτοῖς ἄχυρα, ὅθεν ἐὰν εὕρητε, οὐ γὰρ ἀφαιρεῖται ἀπὸ τῆς συντάξεως ὑμῶν οὐδέν."
5,12,"καὶ διεσπάρη ὁ λαὸς ἐν ὅλῃ γῇ Αἰγύπτῳ, συναγαγεῖν καλάμην εἰς ἄχυρα ·"
5,13,"οἱ δὲ ἐργοδιῶκται κατέσπευδον αὐτοὺς λέγοντες · συντελεῖτε τὰ ἔργα τὰ καθήκοντα καθ’ ἡμέραν, καθάπερ καὶ ὅτε τὸ ἄχυρον ἐδίδοτο ὑμῖν."
5,14,"καὶ ἐμαστιγώθησαν οἱ γραμματεῖς τοῦ γένους τῶν υἱῶν Ἰσραήλ, οἱ κατασταθέντες ἐπ’ αὐτοὺς ὑπὸ τῶν ἐπιστατῶν τοῦ Φαραώ, λέγοντες · διατί οὐ συνετελέσατε τὰς συντάξεις ὑμῶν τῆς πλινθείας καθάπερ χθὲς καὶ τρίτην ἡμέραν, καὶ τὸ τῆς σήμερον; E"
5,15,εἰσελθόντες δὲ οἱ γραμματεῖς τῶν υἱῶν Ἰσραὴλ κατεβόησαν πρὸς Φαραὼ λέγοντες · ἱνατί σὺ οὕτως ποιεῖς τοῖς σοῖς οἰκέταις;
5,16,"ἄχυρον οὐ δίδοται τοῖς οἰκέταις σου, καὶ τὴν πλίνθον ἡμῖν λέγουσι ποιεῖν, καὶ ἰδοὺ οἱ παῖδές σου μεμαστίγωνται · ἀδικήσεις οὖν τὸν λαόν σου."
5,17,"καὶ εἶπεν αὐτοῖς · σχολάζετε, σχολασταί ἐστε · διὰ τοῦτο λέγετε · πορευθῶμεν, θύσωμεν τῷ Θεῷ ἡμῶν."
5,18,"νῦν οὖν πορευθέντες ἐργάζεσθε · τὸ γὰρ ἄχυρον οὐ δοθήσεται ὑμῖν, καὶ τὴν σύνταξιν τῆς πλινθείας ἀποδώσετε."
5,19,ἑώρων δὲ οἱ γραμματεῖς τῶν υἱῶν Ἰσραὴλ ἑαυτοὺς ἐν κακοῖς λέγοντες · οὐκ ἀπολείψετε τῆς πλινθείας τὸ καθῆκον τῇ ἡμέρᾳ.
5,20,"συνήντησαν δὲ Μωυσῇ καὶ Ἀαρὼν ἐρχομένοις εἰς συνάντησιν αὐτοῖς, ἐκπορευομένων αὐτῶν ἀπὸ Φαραώ."
5,21,"καὶ εἶπαν αὐτοῖς · ἴδοι ὁ Θεὸς ὑμᾶς καὶ κρίναι, ὅτι ἐβδελύξατε τὴν ὀσμὴν ἡμῶν ἐναντίον Φαραὼ καὶ ἐναντίον τῶν θεραπόντων αὐτοῦ, δοῦναι ρομφαίαν εἰς τὰς χεῖρας αὐτοῦ, ἀποκτεῖναι ἡμᾶς."
5,22,"ἐπέστρεψε δὲ Μωυσῆς πρὸς Κύριον καὶ εἶπε · δέομαι, Κύριε · τί ἐκάκωσας τὸν λαὸν τοῦτον; καὶ ἱνατί ἀπέσταλκάς με;"
5,23,"καὶ ἀφ’ οὗ πεπόρευμαι πρὸς Φαραὼ λαλῆσαι ἐπὶ τῷ σῷ ὀνόματι, ἐκάκωσε τὸν λαὸν τοῦτον, καὶ οὐκ ἐρρύσω τὸν λαόν σου."
6,1,καὶ εἶπε Κύριος πρὸς Μωυσῆν · ἤδη ὄψει ἃ ποιήσω τῷ Φαραώ · ἐν γὰρ χειρὶ κραταιᾷ ἐξαποστελεῖ αὐτοὺς καὶ ἐν βραχίονι ὑψηλῷ ἐκβαλεῖ αὐτοὺς ἐκ τῆς γῆς αὐτοῦ.
6,2,ἐλάλησε δὲ ὁ Θεὸς πρὸς Μωυσῆν καὶ εἶπε πρὸς αὐτόν · ἐγὼ Κύριος · E
6,3,"καὶ ὤφθην πρὸς Ἁβραὰμ καὶ Ἰσαὰκ καὶ Ἰακώβ, Θεὸς ὢν αὐτῶν, καὶ τὸ ὄνομά μου Κύριος οὐκ ἐδήλωσα αὐτοῖς ·"
6,4,"καὶ ἔστησα τὴν διαθήκην μου πρὸς αὐτοὺς ὥστε δοῦναι αὐτοῖς τὴν γῆν τῶν Χαναναίων, τὴν γῆν, ἣν παρῳκήκασιν, ἐν ᾗ καὶ παρῴκησαν ἐπ’ αὐτῆς."
6,5,"καὶ ἐγὼ εἰσήκουσα τὸν στεναγμὸν τῶν υἱῶν Ἰσραήλ, ὃν οἱ Αἰγύπτιοι καταδουλοῦνται αὐτούς, καὶ ἐμνήσθην τῆς διαθήκης ὑμῶν."
6,6,"βάδιζε, εἰπὸν τοῖς υἱοῖς Ἰσραὴλ λέγων · ἐγὼ Κύριος καὶ ἐξάξω ὑμᾶς ἀπὸ τῆς δυναστείας τῶν Αἰγυπτίων καὶ ρύσομαι ὑμᾶς ἐκ τῆς δουλείας καὶ λυτρώσομαι ὑμᾶς ἐν βραχίονι ὑψηλῷ καὶ κρίσει μεγάλῃ"
6,7,"καὶ λήψομαι ἐμαυτῷ ὑμᾶς λαὸν ἐμοὶ καὶ ἔσομαι ὑμῶν Θεός, καὶ γνώσεσθε ὅτι ἐγὼ Κύριος ὁ Θεὸς ὑμῶν ὁ ἐξαγαγὼν ὑμᾶς ἐκ τῆς καταδυναστείας τῶν Αἰγυπτίων,"
6,8,"καὶ εἰσάξω ὑμᾶς εἰς τὴν γῆν, εἰς ἣν ἐξέτεινα τὴν χεῖρά μου, δοῦναι αὐτὴν τῷ Ἁβραὰμ καὶ Ἰσαὰκ καὶ Ἰακώβ, καὶ δώσω ὑμῖν αὐτὴν ἐν κλήρῳ · E ἐγὼ Κύριος. E"
6,9,"ἐλάλησε δὲ Μωυσῆς οὕτω τοῖς υἱοῖς Ἰσραήλ, καὶ οὐκ εἰσήκουσαν Μωυσῆ ἀπό τῆς ὀλιγοψυχίας καὶ ἀπὸ τῶν ἔργων τῶν σκληρῶν."
6,10,εἶπε δὲ Κύριος πρὸς Μωυσῆν λέγων ·
6,11,"εἴσελθε, λάλησον Φαραὼ βασιλεῖ Αἰγύπτου, ἵνα ἐξαποστείλῃ τοὺς υἱοὺς Ἰσραὴλ ἐκ τῆς γῆς αὐτοῦ."
6,12,"ἐλάλησε δὲ Μωυσῆς ἔναντι Κυρίου λέγων · ἰδοὺ οἱ υἱοὶ Ἰσραὴλ οὐκ εἰσήκουσάν μου, καὶ πῶς εἰσακούσεταί μου Φαραώ; ἐγὼ δὲ ἄλογός εἰμι."
6,13,"εἶπε δὲ Κύριος πρὸς Μωυσῆν καὶ Ἀαρὼν καὶ συνέταξεν αὐτοῖς πρὸς Φαραὼ βασιλέα Αἰγύπτου, ὥστε ἐξαποστεῖλαι τοὺς υἱοὺς Ἰσραὴλ ἐκ γῆς Αἰγύπτου."
6,14,"καὶ οὗτοι ἀρχηγοὶ οἴκων πατριῶν αὐτῶν. E υἱοὶ Ρουβὴν πρωτοτόκου Ἰσραήλ · E Ἐνὼχ καὶ Φαλλούς, Ἀσρὼν καὶ Χαρμεί · E αὕτη ἡ συγγένεια Ρουβήν. E"
6,15,καὶ υἱοὶ Συμεών · E Ἰεμουὴλ καὶ Ἰαμεὶν καὶ Ἀὼδ καὶ Ἰαχεὶν καὶ Σαὰρ καὶ Σαοὺλ ὁ ἐκ τῆς Φοινίσσης · E αὗται αἱ πατριαὶ τῶν υἱῶν Συμεών. E
6,16,"καὶ ταῦτα τὰ ὀνόματα τῶν υἱῶν Λευὶ κατὰ συγγενείας αὐτῶν. E Γεδσών, Καὰθ καὶ Μεραρεί · E καὶ τὰ ἔτη τῆς ζωῆς Λευὶ ἑκατὸν τριακονταεπτά. E"
6,17,"καὶ οὗτοι υἱοὶ Γεδσών · E Λοβενεὶ καὶ Σεμεεί, οἶκοι πατριᾶς αὐτῶν. E"
6,18,"καὶ υἱοὶ Καάθ · E Ἀμβρὰμ καὶ Ἰσαάρ, Χεβρὼν καὶ Ὀζειήλ · E καὶ τὰ ἔτη τῆς ζωῆς Καὰθ ἑκατὸν τριακοντατρία ἔτη. E"
6,19,καὶ υἱοὶ Μεραρεί · E Μοολεὶ καὶ Ὁμουσεί. E οὗτοι οἱ οἶκοι πατριῶν Λευὶ κατὰ συγγενείας αὐτῶν. E
6,20,"καὶ ἔλαβεν Ἀμβρὰμ τὴν Ἰωχαβὲδ θυγατέρα τοῦ ἀδελφοῦ τοῦ πατρὸς αὐτοῦ ἑαυτῷ εἰς γυναῖκα, καὶ ἐγέννησεν αὐτῷ τόν τε Ἀαρὼν καὶ τὸν Μωυσῆν καὶ Μαριὰμ τὴν ἀδελφὴν αὐτῶν · τὰ δὲ ἔτη τῆς ζωῆς Ἀμβρὰμ ἑκατὸν τριακονταδύο ἔτη. E"
6,21,καὶ υἱοὶ Ἰσσαάρ · E Κορὲ καὶ Ναφὲκ καὶ Ζεχρεί. E
6,22,καὶ υἱοὶ Ὀζειήλ · E Μισαὴλ καὶ Ἐλισαφὰν καὶ Σεγρεί. E
6,23,"ἔλαβε δὲ Ἀαρὼν τὴν Ἐλισαβὲθ θυγατέρα Ἀμειναδὰβ ἀδελφὴν Ναασσὼν αὐτῷ γυναῖκα, καὶ ἔτεκεν αὐτῷ τόν τε Ναδὰβ καὶ Ἀβιοὺδ καὶ τὸν Ἐλεάζαρ καὶ Ἰθάμαρ."
6,24,υἱοὶ δὲ Κορέ · E Ἀσεὶρ καὶ Ἑλκανὰ καὶ Ἀβιάσαφ · E αὗται αἱ γενέσεις Κορέ. E
6,25,"καὶ Ἐλεάζαρ ὁ τοῦ Ἀαρὼν ἔλαβε τῶν θυγατέρων Φουτιὴλ αὐτῷ γυναῖκα, καὶ ἔτεκεν αὐτῷ τὸν Φινεές. αὗται αἱ ἀρχαὶ πατριᾶς Λευιτῶν κατὰ γενέσεις αὐτῶν. E"
6,26,"οὗτος Ἀαρὼν καὶ Μωυσῆς, οἷς εἶπεν αὐτοῖς ὁ Θεὸς ἐξαγαγεῖν τοὺς υἱοὺς Ἰσραὴλ ἐκ γῆς Αἰγύπτου σὺν δυνάμει αὐτῶν · E"
